chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr20	58467284	58467285	0.03443	1	0.2725	1	APCDD1L	APCDD1L	HAVANA
chr6	2918080	2918161	0.01242	3	0.0002493	0.9943	.	AL133351.2	HAVANA
chr14	59566203	59566209	0.02737	4	0.0007915	1	CCDC175	CCDC175	HAVANA
chr5	3736629	3736729	0.0129	12	0.0002896	0.9923	.	.	.
chr4	168646343	168646411	0.01964	6	0.0004916	1	PALLD	PALLD,AC079858.1	HAVANA,HAVANA
chr2	133077425	133077445	0.01417	4	0.0006072	1	NCKAP5	NCKAP5	HAVANA
chr4	103197025	103197027	0.02856	2	0.0008447	1	CENPE	CENPE	HAVANA
chr8	142788020	142788120	0.007213	5	0.0001127	0.8494	AC083841.2	LY6D,AC083841.2	HAVANA,HAVANA
chr14	87391290	87391332	0.007354	3	0.0001157	0.9902	LINC02296	LINC02296	HAVANA
chr21	29174857	29174920	0.04509	4	0.001701	1	MAP3K7CL	MAP3K7CL	HAVANA
chr18	3498944	3498973	0.01263	4	0.0002557	1	DLGAP1	DLGAP1	HAVANA
chr13	111345104	111345236	0.003617	15	9.392e-05	0.6974	.	TEX29	HAVANA
chr2	199804263	199804337	0.01949	8	0.0004862	1	FTCDNL1	FTCDNL1	HAVANA
chr6	31143401	31143403	0.04244	2	0.09434	1	CCHCR1	PSORS1C1,PSORS1C2,POLR2LP1,CCHCR1	HAVANA,HAVANA,HAVANA,HAVANA
chr1	42420285	42420388	0.0002975	9	1.082e-06	0.01749	RIMKLA	RIMKLA	HAVANA
chr4	54109145	54109428	0.001693	38	0.0002149	0.7208	AC058822.1	AC058822.1	HAVANA
chr22	17748675	17748910	0.003807	17	7.29e-05	0.4061	BID	BID	HAVANA
chr1	75003414	75003453	0.04253	6	0.00155	1	.	.	.
chr3	28460741	28460801	0.007336	3	0.0001153	0.9603	ZCWPW2,AC098650.1	ZCWPW2,AC098650.1	HAVANA,HAVANA
chr4	39364849	39364850	0.04482	1	0.001683	1	RFC1	RFC1	HAVANA
chr5	130002407	130002409	0.02535	2	0.0007088	1	CHSY3	CHSY3	HAVANA
chr10	317620	317723	0.02608	3	0.0009336	1	DIP2C	DIP2C	HAVANA
chr1	162856325	162856326	0.02841	1	0.0008378	1	CCDC190	CCDC190	HAVANA
chr7	29217086	29217097	0.006525	4	9.745e-05	1	AC004593.3,CHN2	AC004593.3,CHN2,NANOGP4	HAVANA,HAVANA,HAVANA
chr13	113052272	113052447	0.002131	16	0.0002043	0.8593	MCF2L	MCF2L	HAVANA
chr13	78258289	78258351	0.04453	3	0.001667	1	RNF219-AS1	RNF219-AS1	HAVANA
chr6	6614153	6614627	8.829e-06	23	1.172e-08	4.155e-05	LY86-AS1,LY86	LY86-AS1,LY86	HAVANA,HAVANA
chr9	113299916	113300011	0.001071	4	7.201e-06	0.1195	RNF183	RNF183	HAVANA
chr16	28164674	28164684	0.03437	4	0.001118	1	XPO6	XPO6	HAVANA
chr17	16286784	16286851	0.03317	5	0.00106	1	PIGL	PIGL,MIR1288	HAVANA,ENSEMBL
chr3	57091473	57091475	0.0457	2	0.001734	1	IL17RD	IL17RD	HAVANA
chr1	149929250	149929252	0.006311	2	9.274e-05	1	MTMR11	SF3B4,MTMR11	HAVANA,HAVANA
chr2	158815810	158815906	0.001314	8	9.63e-06	0.1551	DAPL1	DAPL1	HAVANA
chr16	85082706	85082961	0.0002556	33	7.22e-06	0.04645	KIAA0513	KIAA0513	HAVANA
chr1	2269407	2269443	0.039	8	0.01499	1	SKI	SKI	HAVANA
chr7	2914202	2914207	0.03274	4	0.003793	1	CARD11	CARD11	HAVANA
chr8	11906319	11906321	0.04273	2	0.2368	1	.	.	.
chr9	70050211	70050262	0.03447	5	0.001124	1	MAMDC2-AS1,MAMDC2	MAMDC2-AS1,MAMDC2	HAVANA,HAVANA
chr3	184488823	184488901	0.01625	2	0.0006089	1	.	.	.
chr16	86512993	86513258	0.004721	15	0.0001856	0.6917	FOXF1	FENDRR,FOXF1	HAVANA,HAVANA
chr7	107741759	107741767	0.03341	2	0.001072	1	AC002467.1	AC002467.1,CBLL1	HAVANA,HAVANA
chr3	119597741	119597914	0.002634	5	4.378e-05	0.3463	PLA1A	PLA1A	HAVANA
chr6	130466267	130466327	0.01153	6	0.0002629	0.9994	.	.	.
chr10	70653088	70653121	0.04553	2	0.001724	1	.	.	.
chr8	76706435	76706738	2.017e-05	21	8.115e-07	0.004488	ZFHX4	ZFHX4	HAVANA
chr8	96963239	96963241	0.02535	2	0.0007086	1	CPQ	CPQ	HAVANA
chr4	87047744	87047771	0.03242	3	0.001024	1	AFF1	AFF1	HAVANA
chr15	28095067	28095069	0.03919	2	0.2278	1	OCA2	OCA2	HAVANA
chr5	142014110	142014413	0.0107	14	6.512e-05	0.303	.	GNPDA1	HAVANA
chr1	167541602	167541603	0.0319	1	0.0009974	1	CREG1	CREG1	HAVANA
chr17	73546974	73546992	0.03699	2	0.001253	1	SDK2	SDK2	HAVANA
chr1	192952859	192952880	0.0008427	2	5.073e-06	0.3336	AL390957.1	AL390957.1	HAVANA
chr4	77044493	77044495	0.02262	2	0.000602	1	.	SEPT11,CCNI	HAVANA,HAVANA
chr17	31739653	31739748	0.009027	7	0.0004799	0.9998	.	.	.
chr2	33602648	33602698	0.02897	4	0.0008638	1	AC017050.1	FAM98A,AC017050.1,ATP6V0E1P3	HAVANA,HAVANA,HAVANA
chr17	62652302	62652445	0.02156	26	0.001193	1	AC080038.1	AC080038.1	HAVANA
chr3	108592065	108592066	0.02588	1	0.0007299	1	DZIP3	CIP2A,DZIP3	HAVANA,HAVANA
chr3	197394487	197394614	0.03517	9	0.003678	1	.	.	.
chr16	72198121	72198278	0.01236	11	0.0002754	0.9475	.	.	.
chr2	240836764	240836848	1.869e-06	8	6.852e-10	1.37e-05	.	.	.
chr14	76227293	76227294	0.04706	1	0.001814	1	GPATCH2L	GPATCH2L	HAVANA
chr9	5672070	5672072	0.02799	2	0.0008194	1	RIC1	RIC1	HAVANA
chr11	7667786	7667831	0.002785	4	2.801e-05	0.6485	CYB5R2	CYB5R2	HAVANA
chr14	101022195	101022223	0.01683	4	0.002421	1	MEG8	MEG8,MIR379,MIR411,MIR299,MIR380,MIR1197,MIR323A,MIR758,MIR329-1,MIR329-2	HAVANA,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr19	13096623	13096808	0.0005269	28	1.546e-05	0.1309	NFIX	NFIX,LYL1	HAVANA,HAVANA
chr9	37574341	37574433	0.02269	3	0.00133	1	FBXO10,AL513165.2	FBXO10,AL513165.2	HAVANA,HAVANA
chr12	120835464	120835522	0.0367	4	0.001237	1	SPPL3	SPPL3	HAVANA
chr4	26361170	26361172	0.03066	2	0.000942	1	RBPJ	RBPJ	HAVANA
chr12	120225974	120226064	0.03925	5	0.001373	1	PXN	PXN,AC004263.2,AC004263.1	HAVANA,HAVANA,HAVANA
chr16	72948499	72948501	0.04135	2	0.0459	1	ZFHX3	ZFHX3	HAVANA
chr6	166488204	166488302	0.03592	8	0.0003652	0.9981	RPS6KA2	RPS6KA2	HAVANA
chr7	139753734	139753783	0.0003088	5	3.845e-06	0.1235	HIPK2	HIPK2	HAVANA
chr11	128725778	128725843	0.03472	3	0.001135	1	FLI1	FLI1	HAVANA
chr1	1946943	1947020	0.00572	5	0.00036	0.9996	CFAP74	CFAP74	HAVANA
chr8	97046144	97046145	0.001357	1	1.003e-05	1	CPQ	CPQ	HAVANA
chr10	6236343	6236502	0.01513	7	0.0009862	1	PFKFB3	PFKFB3	HAVANA
chr17	38873646	38873758	0.008192	6	0.0001642	0.9148	LASP1	LASP1	HAVANA
chr16	65005138	65005151	0.04542	4	0.001719	1	CDH11	CDH11	HAVANA
chr11	75499780	75499781	0.0229	1	0.06674	1	GDPD5	GDPD5	HAVANA
chr19	22709128	22709253	0.0221	25	0.0005857	0.9996	AC024563.1,AC024563.2	AC024563.1,AC024563.2	HAVANA,HAVANA
chr12	2230043	2230124	0.00517	7	6.889e-05	0.7604	CACNA1C	CACNA1C	HAVANA
chr15	90406854	90406883	0.04064	3	0.001446	1	IQGAP1	IQGAP1	HAVANA
chr1	12528585	12528693	0.03474	6	0.001248	1	.	AC243836.1	HAVANA
chr4	4791365	4791366	0.02244	1	0.0151	1	.	STX18-AS1	HAVANA
chr6	166953133	166953290	0.001475	7	3.96e-05	0.3454	AL159163.1,RNASET2	AL159163.1,RNASET2	HAVANA,HAVANA
chr4	71550365	71550366	0.03982	1	0.001402	1	SLC4A4	SLC4A4	HAVANA
chr6	168824783	168824883	0.0273	20	0.001611	1	.	AL513210.2	HAVANA
chr6	41409166	41409177	0.04824	6	0.04627	1	.	AL136967.2	HAVANA
chr2	66833740	66833742	0.009731	2	0.0001744	1	.	.	.
chr7	156156535	156156621	0.01486	3	0.0003252	0.9983	.	.	.
chr6	108717112	108717454	0.003527	16	1.054e-05	0.05045	.	.	.
chr4	187815018	187815029	0.03872	2	0.007754	1	.	.	.
chr2	26740939	26741017	0.01579	7	0.0003568	0.9995	.	.	.
chr4	795950	796026	0.02486	5	0.0007679	1	CPLX1	CPLX1	HAVANA
chr7	97842983	97842985	0.04824	2	0.005811	1	.	.	.
chr13	48792050	48792121	0.0007082	3	3.855e-06	0.08717	.	.	.
chr7	28330175	28330238	0.04644	5	0.001775	1	CREB5	CREB5	HAVANA
chr2	176446299	176446319	0.009697	4	0.0001735	1	.	.	.
chr22	25403023	25403024	0.01121	1	0.02605	1	LRP5L	LRP5L	HAVANA
chr19	51021402	51021436	0.0247	4	0.0006832	1	.	KLK10,KLK11	HAVANA,HAVANA
chr5	150141089	150141229	0.01282	4	0.0004502	0.9955	PDGFRB	PDGFRB	HAVANA
chr4	166527644	166527750	0.006351	5	0.0001858	0.9474	.	AC097487.1	HAVANA
chr17	77354815	77354950	4.801e-06	12	1.476e-08	0.0001836	SEPT9	SEPT9	HAVANA
chr6	1526785	1526839	0.03174	4	0.0009907	1	.	AL512329.2	HAVANA
chr21	45914497	45914563	0.04322	7	0.00159	1	PCBP3,AJ239328.1	PCBP3,AJ239328.1	HAVANA,HAVANA
chr13	23427766	23427899	0.008795	8	0.0002716	0.9677	SACS,SACS-AS1	SACS,SACS-AS1	HAVANA,HAVANA
chr10	79382445	79382648	0.005557	24	0.0004777	0.9808	ZCCHC24,AL133481.1	ZCCHC24,AL133481.1	HAVANA,HAVANA
chr14	91352153	91352382	0.00385	23	0.0002936	0.884	CCDC88C	CCDC88C	HAVANA
chr2	100285663	100285710	0.04305	3	0.001581	1	LONRF2	LONRF2	HAVANA
chr1	242056895	242056897	0.02799	2	0.031	1	.	TUBB8P6,BX571673.1	HAVANA,HAVANA
chr10	48140553	48140634	0.003274	8	3.551e-05	0.5212	.	.	.
chr17	74568635	74568636	0.02285	1	0.0006111	1	.	CD300H	HAVANA
chr17	733831	733902	0.01199	3	0.001043	1	FAM57A	FAM57A	HAVANA
chr3	45907100	45907124	0.01985	2	0.0004994	1	LZTFL1	LZTFL1,CCR9,RF00019	HAVANA,HAVANA,ENSEMBL
chr10	126013982	126013983	0.03612	1	0.1537	1	ADAM12	FANK1,ADAM12	HAVANA,HAVANA
chr5	173316785	173316836	0.01715	4	0.0004026	1	STC2	STC2	HAVANA
chr11	56743772	56743773	0.01565	1	0.0003516	1	OR9G4	OR9G3P,OR9G4,MIR6128	HAVANA,HAVANA,ENSEMBL
chr10	80418556	80418725	0.006967	5	0.0001686	0.8128	PRXL2A	PRXL2A	HAVANA
chr17	58005413	58005583	2.462e-05	21	2.067e-07	0.002041	AC015813.2,SRSF1	AC015813.2,SRSF1,AC015813.5	HAVANA,HAVANA,HAVANA
chr10	114899496	114899573	0.01734	3	0.000408	0.9999	FAM160B1	FAM160B1,RPL15P13	HAVANA,HAVANA
chr1	218817367	218817413	0.01063	4	0.0001988	0.9993	.	.	.
chr6	32046384	32046414	0.02677	4	0.04688	1	TNXB	CYP21A2,TNXB	HAVANA,HAVANA
chr17	76079011	76079145	0.02214	12	0.002449	1	ZACN	ZACN,GALR2,EXOC7	HAVANA,HAVANA,HAVANA
chr1	63797362	63797439	0.02594	4	0.0007325	1	ROR1	ROR1	HAVANA
chr12	49904897	49904965	0.008559	5	0.0001442	0.9716	LINC02395	FAIM2,LINC02395,LINC02396	HAVANA,HAVANA,HAVANA
chr8	123272060	123272155	0.004716	4	6.027e-05	0.6555	ZHX1-C8orf76,ZHX1	ZHX1-C8orf76,ZHX1	HAVANA,HAVANA
chr12	102481523	102481525	0.02466	2	0.01236	1	IGF1	IGF1	HAVANA
chr11	1868974	1868990	0.007592	2	0.0001218	1	LSP1	LSP1,AC051649.1	HAVANA,HAVANA
chr13	97953516	97953605	0.0384	4	0.00166	1	AL356580.1	AL356580.1,IPO5	HAVANA,HAVANA
chr11	20596428	20596472	0.03562	8	0.0161	1	.	AC090707.2,SLC6A5	HAVANA,HAVANA
chr16	85601920	85602159	0.0005957	11	3.569e-05	0.2219	GSE1	GSE1	HAVANA
chr1	64223675	64223746	0.02208	2	0.0005813	1	UBE2U	UBE2U	HAVANA
chr10	120461211	120461289	0.005789	5	8.151e-05	0.8272	PLPP4	PLPP4	HAVANA
chr11	70457352	70457462	0.009676	12	0.0002124	0.961	.	.	.
chr3	89180613	89180614	0.04806	1	0.001875	1	EPHA3	EPHA3	HAVANA
chr2	31299735	31299737	0.02149	2	0.0005597	1	.	.	.
chr1	227558525	227558707	0.01898	14	0.002098	1	.	RNA5SP77,ZNF678	ENSEMBL,HAVANA
chr16	253075	253223	0.008176	9	0.0003177	0.9729	FAM234A	FAM234A	HAVANA
chr6	32223409	32223451	0.007006	4	0.0001084	0.9869	NOTCH4	NOTCH4	HAVANA
chr22	35384933	35384935	0.03503	2	0.00115	1	HMOX1	HMOX1	HAVANA
chr17	77552509	77552511	0.0361	2	0.001205	1	AC021683.2	AC021683.2,AC021683.6	HAVANA,HAVANA
chr1	15407789	15407895	0.0007375	8	5.637e-06	0.08545	AL031283.1	AL031283.1,EFHD2	HAVANA,HAVANA
chr4	119512464	119512474	0.03292	2	0.001047	1	AC093752.1,PDE5A	AC093752.1,PDE5A	HAVANA,HAVANA
chr10	47421483	47421547	0.002046	6	1.787e-05	0.3745	.	.	.
chr4	2961535	2961633	0.03985	7	0.001404	1	NOP14-AS1,NOP14	NOP14-AS1,NOP14,GRK4	HAVANA,HAVANA,HAVANA
chr1	29475740	29475812	0.006483	8	0.0002536	0.9973	.	.	.
chr1	5897667	5897675	0.02973	4	0.06115	1	NPHP4	NPHP4	HAVANA
chr6	44342028	44342191	0.0231	2	0.0001156	0.6961	AL353588.1	AL353588.1,SPATS1	HAVANA,HAVANA
chr20	63580804	63580909	0.007068	12	0.0001398	0.8932	.	.	.
chr1	8283405	8283562	4.344e-05	8	1.824e-07	0.00195	.	.	.
chr17	10550194	10550195	0.02945	1	0.02439	1	MYHAS	MYHAS,MYH2	HAVANA,HAVANA
chr9	92378149	92378150	0.01888	1	0.0004629	1	CENPP	CENPP	HAVANA
chr8	72072732	72072800	0.04305	6	0.001582	1	MSC-AS1,TRPA1	MSC-AS1,TRPA1	HAVANA,HAVANA
chr13	113402636	113402757	0.007022	7	0.001877	1	ADPRHL1	ADPRHL1	HAVANA
chr6	114016295	114016354	0.01076	3	0.0002019	0.9968	HDAC2-AS2	HDAC2,HDAC2-AS2,NUDT19P3	HAVANA,HAVANA,HAVANA
chr21	45979734	45979736	0.04251	2	0.001548	1	.	AJ011932.1,COL6A1	HAVANA,HAVANA
chr10	30812118	30812189	0.001167	4	8.143e-06	0.1752	.	.	.
chr21	8245448	8245583	0.0105	12	0.000478	0.9974	.	FP671120.6,MIR6724-2,RF01518	HAVANA,ENSEMBL,ENSEMBL
chr19	35122952	35123070	0.0136	10	0.0004961	0.9991	AC020907.6,FXYD3	AC020907.6,FXYD3,MIR6887,LGI4	HAVANA,HAVANA,ENSEMBL,HAVANA
chr11	111944695	111944705	0.01632	2	0.0003734	1	DIXDC1	DIXDC1,AP000907.1	HAVANA,HAVANA
chr22	46362218	46362375	0.0115	9	0.0004423	0.9912	CELSR1	TRMU,CELSR1	HAVANA,HAVANA
chr17	40062429	40062442	0.01225	3	0.1561	1	THRA	MED24,THRA	HAVANA,HAVANA
chr7	102973228	102973308	0.01251	3	0.001264	1	FBXL13	FBXL13,NFE4	HAVANA,HAVANA
chr10	124510324	124510340	0.0288	4	0.02842	1	LHPP	LHPP	HAVANA
chr15	57526766	57526807	0.02388	3	0.0006509	1	CGNL1	CGNL1,AC025271.2	HAVANA,HAVANA
chr1	148683714	148683716	0.03903	2	0.001363	1	.	NBPF14,AC239811.1	HAVANA,HAVANA
chr8	10729359	10729376	0.03539	3	0.0257	1	SOX7,PINX1,AC105001.1	SOX7,PINX1,AC105001.1	HAVANA,HAVANA,HAVANA
chr4	187667685	187667707	0.04042	2	0.001434	1	LINC02492,AC097521.1	LINC02492,AC097521.1	HAVANA,HAVANA
chr15	84974255	84974284	0.01584	3	0.0003584	1	.	.	.
chr18	63979769	63979770	0.01328	1	0.0002753	1	HMSD,SERPINB8	HMSD,SERPINB8	HAVANA,HAVANA
chr20	19971336	19971420	0.03478	4	0.001139	1	RIN2	RIN2	HAVANA
chr16	8686108	8686207	0.01041	8	0.0001925	0.9618	ABAT	ABAT,RN7SL743P	HAVANA,ENSEMBL
chr6	157019817	157019912	0.0325	4	0.001027	1	ARID1B	ARID1B	HAVANA
chr10	70406566	70406633	0.009586	4	0.0001705	0.9861	EIF4EBP2	EIF4EBP2	HAVANA
chr4	69653977	69653978	0.04154	1	0.001496	1	.	UGT2A1	HAVANA
chr6	44727766	44727880	0.02168	4	0.004713	1	.	AL133334.1	HAVANA
chr2	176002792	176002895	0.02779	3	0.001533	1	LNPK	LNPK	HAVANA
chr17	47914756	47914758	0.03165	2	0.0009857	1	SP2,SP2-AS1	SP2,SP2-AS1	HAVANA,HAVANA
chr16	56637970	56637972	0.03782	2	0.05146	1	.	MT1M,MT1JP,MT1A	HAVANA,HAVANA,HAVANA
chr3	143135345	143135436	0.03281	2	0.001041	1	.	AC018450.1	HAVANA
chr8	81077045	81077142	0.02282	3	0.0006101	1	PAG1	PAG1	HAVANA
chr3	172154039	172154059	0.03086	6	0.0009504	1	FNDC3B	FNDC3B	HAVANA
chr10	1395727	1395728	0.04898	1	0.04877	1	ADARB2	ADARB2	HAVANA
chr10	110175478	110175479	0.023	1	0.0006163	1	.	.	.
chr17	61458321	61458400	0.009608	3	0.0001711	0.9737	TBX4	TBX4,AC005901.1	HAVANA,HAVANA
chr15	52093964	52093986	0.004717	6	6.033e-05	0.99	AC023906.5	AC023906.5,AC023906.1	HAVANA,HAVANA
chr10	69316124	69316125	0.04334	1	0.001598	1	HK1	HK1	HAVANA
chr3	88141595	88141600	0.03686	2	0.001246	1	CGGBP1,ZNF654	CGGBP1,ZNF654	HAVANA,HAVANA
chr3	48372019	48372125	0.02371	6	0.002014	1	.	FBXW12	HAVANA
chr10	21494360	21494518	0.007919	15	0.0001896	0.8668	MIR1915HG	MIR1915HG,MIR1915	HAVANA,ENSEMBL
chr2	52867084	52867108	0.0004241	4	1.794e-06	0.118	AC010967.1	AC010967.1,AC010967.2	HAVANA,HAVANA
chr17	76370452	76370560	0.005715	7	0.0001398	0.8864	PRPSAP1	PRPSAP1	HAVANA
chr7	100991267	100991428	0.006942	5	0.0002091	0.8872	MUC12	MUC12	HAVANA
chr7	907450	907764	0.031	9	0.0002755	0.771	ADAP1,COX19	ADAP1,COX19	HAVANA,HAVANA
chr15	48413419	48413524	0.005577	4	0.0001068	0.8188	FBN1	FBN1	HAVANA
chr2	38375702	38375771	0.004137	3	0.0004074	1	ATL2	ATL2	HAVANA
chr7	16905818	16905819	0.04812	1	0.001879	1	.	.	.
chr11	44575569	44575584	0.03165	4	0.0009861	1	CD82	CD82	HAVANA
chr7	50467021	50467077	0.03552	4	0.001176	1	FIGNL1,DDC	FIGNL1,DDC	HAVANA,HAVANA
chr11	11156326	11156486	0.0001157	9	1.25e-06	0.01304	AC111188.1	AC111188.1	HAVANA
chr19	45935402	45935503	0.03452	10	0.001476	1	NOVA2	NOVA2	HAVANA
chr20	50382297	50382350	0.008473	8	0.0001421	0.9889	.	.	.
chr8	22086518	22086904	0.01197	52	0.001614	0.9991	.	DMTN,FAM160B2	HAVANA,HAVANA
chr7	148707886	148707977	0.03874	5	0.001346	1	CUL1	CUL1	HAVANA
chr4	24800719	24800767	0.004257	5	0.0001349	0.9911	SOD3	SOD3	HAVANA
chr1	231935616	231935655	0.0389	5	0.001355	1	DISC1,DISC1-IT1	DISC1,DISC1-IT1	HAVANA,HAVANA
chr1	36387331	36387391	0.01402	5	0.0002985	0.9998	.	STK40,LSM10	HAVANA,HAVANA
chr2	183545996	183546066	0.007442	5	4.098e-05	0.6259	.	.	.
chr1	240888751	240888863	0.006575	6	0.0001395	0.8766	RGS7	RGS7	HAVANA
chr10	119176200	119176278	0.01417	6	0.0003033	0.9985	PRDX3	PRDX3	HAVANA
chr16	82707457	82707458	0.03283	1	0.001042	1	CDH13	CDH13	HAVANA
chr4	75902486	75902612	0.004457	10	8.316e-05	0.67	PPEF2	PPEF2	HAVANA
chr2	2872373	2872374	0.04342	1	0.008031	1	.	AC011995.1	HAVANA
chr17	81037552	81037566	0.01472	4	0.01702	1	BAIAP2	BAIAP2-DT,BAIAP2	HAVANA,HAVANA
chr11	34513476	34513564	0.02131	11	0.0003383	0.9984	ELF5	ELF5	HAVANA
chr16	64951042	64951181	0.00797	9	0.009754	1	CDH11	CDH11	HAVANA
chr8	144500207	144500316	0.008059	23	0.0003777	0.997	PPP1R16A,AC084125.2	PPP1R16A,AC084125.2,GPT	HAVANA,HAVANA,HAVANA
chr19	2798743	2798812	0.01326	8	0.0002747	0.9988	AC006538.1	AC006538.1	HAVANA
chr6	10521219	10521221	0.02389	2	0.0006511	1	GCNT2	GCNT2	HAVANA
chr2	237278523	237278577	0.0008968	3	5.566e-06	0.159	.	.	.
chr8	106216310	106216311	0.04933	1	0.03344	1	SLC16A14P1	SLC16A14P1	HAVANA
chr2	152762211	152762309	0.0007309	3	4.091e-06	0.06772	.	ARL6IP6	HAVANA
chr6	166026628	166026639	0.03434	2	0.001117	1	.	.	.
chr8	11679220	11679260	0.009352	2	0.01771	1	GATA4	GATA4	HAVANA
chr10	95334642	95334787	0.0001461	11	5.663e-07	0.006539	SORBS1	SORBS1	HAVANA
chr1	236067983	236068055	0.02017	2	0.0005106	1	.	NID1	HAVANA
chr3	194202231	194202245	0.01027	2	0.0001886	1	.	LINC02036	HAVANA
chr20	41999239	41999240	0.04834	1	0.8914	1	AL049812.2,AL049812.1	AL049812.2,AL049812.1	HAVANA,HAVANA
chr6	85646502	85646554	0.001262	3	9.062e-06	0.2538	.	SYNCRIP,SNHG5	HAVANA,HAVANA
chr6	28885226	28885425	0.002322	30	9.907e-05	0.5667	.	ZNF90P2	HAVANA
chr1	22870645	22870760	0.001764	5	0.0002124	0.9551	EPHB2	EPHB2	HAVANA
chr11	115280669	115280822	6.932e-05	8	6.226e-07	0.006812	CADM1	CADM1	HAVANA
chr8	13407633	13407693	0.001576	6	1.24e-05	0.2932	DLC1	DLC1	HAVANA
chr1	32695130	32695225	0.01398	8	0.0002974	0.9948	SYNC	SYNC	HAVANA
chr2	150688282	150688302	0.0005525	4	2.667e-06	0.2007	.	.	.
chr10	17504947	17504953	0.002773	4	2.782e-05	0.9996	.	.	.
chr17	75130385	75130430	0.01467	6	0.0003193	1	NT5C	ARMC7,NT5C,AC022211.4,JPT1	HAVANA,HAVANA,HAVANA,HAVANA
chr3	23918396	23918569	0.000817	19	1.166e-05	0.1071	NKIRAS1,RPL15	NKIRAS1,RPL15	HAVANA,HAVANA
chr5	16713479	16713508	0.02668	5	0.0007619	1	MYO10	MYO10	HAVANA
chr17	42783948	42784163	0.00221	32	0.0002071	0.8017	WNK4	VPS25,WNK4	HAVANA,HAVANA
chr19	23914951	23915062	0.01613	10	0.003458	1	ZNF726	ZNF726,AC011503.1	HAVANA,HAVANA
chr1	227139709	227139801	0.04476	4	0.00168	1	CDC42BPA	CDC42BPA	HAVANA
chr1	110152161	110152262	0.0004062	7	1.78e-05	0.2562	SLC6A17	SLC6A17	HAVANA
chr19	48896447	48896481	0.03443	8	0.003146	1	TULP2	TULP2,NUCB1	HAVANA,HAVANA
chr17	81422631	81422673	0.0365	3	0.001227	1	BAHCC1	BAHCC1	HAVANA
chr13	25180714	25180771	0.0134	4	0.0002791	0.9997	LINC01053	LINC01053,LINC00463	HAVANA,HAVANA
chr12	65640396	65640417	0.02417	2	0.0006625	1	AC025419.1,AC090023.2	AC025419.1,AC090023.2	HAVANA,HAVANA
chr2	168215049	168215083	0.04871	6	0.001913	1	STK39	STK39	HAVANA
chr18	77128238	77128331	0.03644	5	0.001223	1	MBP	MBP	HAVANA
chr5	66959944	66959946	0.01896	2	0.0004663	1	MAST4	MAST4	HAVANA
chr17	55721011	55721016	0.002942	4	3.035e-05	1	TMEM100	TMEM100	HAVANA
chr3	166810830	166810967	0.004507	18	0.0003057	0.9765	.	CBX1P5	HAVANA
chr10	30737172	30737182	0.03445	4	0.001123	1	.	.	.
chr17	17700773	17700872	0.01494	20	0.00153	1	RAI1	RAI1	HAVANA
chr1	1332144	1332250	0.03123	9	0.0003112	0.9928	TAS1R3	CPTP,TAS1R3,DVL1	HAVANA,HAVANA,HAVANA
chr13	41533850	41533967	0.02039	11	0.0005735	0.9997	.	.	.
chr3	46831459	46831461	0.02067	2	0.0005291	1	PRSS42P	PRSS42P,MYL3	HAVANA,HAVANA
chr11	68328670	68328741	0.02397	11	0.000655	1	LRP5	LRP5	HAVANA
chr19	36915350	36915389	0.007855	3	0.0004579	1	ZNF829	ZNF345,ZNF829,ZNF568	HAVANA,HAVANA,HAVANA
chr5	179357084	179357183	0.02757	4	0.0008019	1	.	.	.
chr4	147312001	147312011	0.01477	2	0.0003223	1	.	.	.
chr8	141074494	141074544	0.01924	4	0.0004759	1	.	.	.
chr5	891196	891295	0.004622	6	0.0008894	1	BRD9	BRD9,TRIP13	HAVANA,HAVANA
chr22	39246277	39246278	0.04689	1	0.001803	1	AL031590.1	PDGFB,AL031590.1	HAVANA,HAVANA
chr7	129052663	129052664	0.04242	1	0.001545	1	TNPO3	TNPO3,TPI1P2	HAVANA,HAVANA
chr11	3685348	3685434	0.0135	2	0.0002819	0.9959	NUP98	NUP98	HAVANA
chr11	112120521	112120668	0.01291	6	0.0005223	0.9974	AP002884.3	SDHD,AP002884.3	HAVANA,HAVANA
chr7	88307586	88307610	0.0004998	4	2.286e-06	0.1478	.	AC003991.1,STEAP4	HAVANA,HAVANA
chr6	11988488	11988510	0.03517	2	0.04345	1	.	AL157373.1	HAVANA
chr16	920171	920382	3.354e-05	12	1.945e-07	0.001547	LMF1	LMF1,LMF1-AS1	HAVANA,HAVANA
chr8	12688734	12688838	0.02569	17	0.0007394	1	.	OR7E8P	HAVANA
chr2	579668	579800	0.02568	8	0.002115	1	.	AC093326.1	HAVANA
chr1	18890660	18890980	0.01067	9	0.000112	0.4445	ALDH4A1	ALDH4A1	HAVANA
chr12	114403779	114404077	2.741e-06	25	7.822e-09	4.409e-05	TBX5	TBX5,TBX5-AS1	HAVANA,HAVANA
chr6	168414797	168415017	1.055e-06	12	2.087e-09	1.593e-05	.	.	.
chr17	56227572	56227574	0.04656	2	0.001783	1	ANKFN1	ANKFN1	HAVANA
chr10	7213520	7213530	0.01569	2	0.08348	1	SFMBT2	SFMBT2	HAVANA
chr16	2365714	2365809	0.005699	2	7.983e-05	0.7562	ABCA17P	ABCA17P	HAVANA
