chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr19	1102676	1102765	0.02169	5	0.0003053	0.9969	.	GPX4,SBNO2	HAVANA,HAVANA
chr18	76445726	76445818	0.02218	4	0.0003155	0.9969	ZNF516	ZNF516	HAVANA
chr3	157120248	157120502	0.03155	5	0.0008727	0.9969	LINC00880,LINC00881	LINC00880,LINC00881	HAVANA,HAVANA
chr9	136977425	136977527	0.002849	4	0.00035	0.9969	PTGDS,AL807752.7	PTGDS,AL807752.7,LCNL1	HAVANA,HAVANA,HAVANA
chr2	68858734	68858785	0.01492	3	0.0001754	0.9969	.	BMP10	HAVANA
chr7	46512854	46512950	0.02301	3	0.0003326	0.997	.	.	.
chr7	28732480	28732524	0.01365	4	0.0001523	0.997	CREB5	CREB5	HAVANA
chr3	184757249	184757315	0.01792	3	0.0002287	0.997	AC107294.2,LINC02069	AC107294.2,LINC02069	HAVANA,HAVANA
chr15	81548487	81548566	0.02014	6	0.0002737	0.997	AC060809.1	AC060809.1	HAVANA
chr19	33273503	33273645	0.01614	21	0.0004905	0.997	.	.	.
chr2	12824831	12824914	0.02081	8	0.0002884	0.9971	AC064875.1	AC064875.1	HAVANA
chr17	75020993	75021046	0.01546	6	0.0001842	0.9971	MRPL58	MRPL58	HAVANA
chr7	78124312	78124342	0.01058	2	0.0001042	0.9971	MAGI2	MAGI2	HAVANA
chr6	30554843	30554902	0.01659	6	0.0002049	0.9971	GNL1	GNL1,PRR3	HAVANA,HAVANA
chr12	6638240	6638340	0.02381	5	0.0003495	0.9972	ACRBP	LPAR5,ACRBP	HAVANA,HAVANA
chr2	102186947	102187028	0.02059	9	0.0002839	0.9972	IL1RL2	IL1R1-AS1,IL1RL2	HAVANA,HAVANA
chr1	41432607	41432652	0.01399	6	0.0001579	0.9972	.	.	.
chr1	151995324	151995356	0.0111	3	0.0001117	0.9972	AL450992.1	S100A10,AL450992.1	HAVANA,HAVANA
chr5	135895771	135895890	0.01346	9	0.0004169	0.9972	IL9	IL9,AC002428.2,AC002428.1	HAVANA,HAVANA,HAVANA
chr12	45355569	45355665	0.02329	9	0.0003388	0.9973	ANO6	ANO6	HAVANA
chr6	41409166	41409285	0.01914	32	0.000419	0.9973	.	AL136967.2	HAVANA
chr19	8526441	8526569	0.02596	10	0.0004529	0.9974	MYO1F	MYO1F	HAVANA
chr15	36944759	36944843	0.02132	6	0.0002981	0.9974	MEIS2	MEIS2	HAVANA
chr19	48896447	48896557	0.02329	18	0.0003887	0.9974	TULP2	TULP2,NUCB1	HAVANA,HAVANA
chr5	55171416	55171440	0.00925	2	8.52e-05	0.9974	CDC20B	CDC20B,GPX8,MIR449A,MIR449B,MIR449C	HAVANA,HAVANA,ENSEMBL,ENSEMBL,ENSEMBL
chr16	760140	760309	0.02022	21	0.0006024	0.9975	.	MSLN	HAVANA
chr13	30153956	30154050	0.01417	15	0.0003363	0.9975	LINC00384,LINC00385	LINC00384,LINC00385	HAVANA,HAVANA
chr2	65344735	65344904	0.01557	21	0.0006045	0.9975	SPRED2	SPRED2	HAVANA
chr8	103268736	103268766	0.01084	4	0.0001077	0.9976	BAALC-AS1	BAALC-AS1	HAVANA
chr17	6434991	6435096	0.004524	8	0.0003764	0.9976	AIPL1	AIPL1	HAVANA
chr18	10032757	10032868	0.01025	15	0.0003999	0.9976	.	.	.
chr8	128153294	128153397	0.02036	15	0.0003709	0.9976	PVT1	PVT1,MIR1208	HAVANA,ENSEMBL
chr2	236264321	236264419	0.01634	8	0.000351	0.9976	AC019068.1,ASB18	AC019068.1,ASB18	HAVANA,HAVANA
chr2	8583727	8583865	0.01987	11	0.0004958	0.9976	LINC01814	LINC01814	HAVANA
chr17	74998971	74999062	0.02276	4	0.0003273	0.9976	CDR2L	CDR2L	HAVANA
chr5	168992337	168992429	0.009672	3	0.0003326	0.9977	SLIT3	SLIT3,AC011389.2	HAVANA,HAVANA
chr10	2099421	2099534	0.004226	16	0.0004076	0.9977	.	RNU6-889P	ENSEMBL
chr13	35697772	35697857	0.0218	6	0.0003084	0.9977	LINC00445	LINC00445	HAVANA
chr2	72937594	72937687	0.02332	8	0.0003396	0.9978	.	EMX1,AC012366.1,SFXN5	HAVANA,HAVANA,HAVANA
chr11	74639877	74639890	0.006192	4	4.74e-05	0.9978	POLD3	POLD3	HAVANA
chr3	187736589	187736735	0.02471	9	0.0005338	0.9979	BCL6	AC072022.1,BCL6	HAVANA,HAVANA
chr10	96272156	96272209	0.01605	6	0.0001952	0.9979	.	BLNK	HAVANA
chr1	9321258	9321439	0.02226	16	0.0006704	0.998	SPSB1	SPSB1	HAVANA
chr17	76738911	76739005	0.02369	6	0.0003469	0.998	MFSD11	METTL23,AC005837.2,SRSF2,MFSD11,MIR636	HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL
chr7	105766983	105767035	0.01588	3	0.0001918	0.998	ATXN7L1	ATXN7L1	HAVANA
chr15	79197467	79197562	0.02311	4	0.0003522	0.998	ANKRD34C-AS1	ANKRD34C-AS1	HAVANA
chr7	218165	218276	0.00272	5	0.0004093	0.998	FAM20C	FAM20C	HAVANA
chr20	63345853	63345921	0.01907	3	0.0002515	0.998	CHRNA4	CHRNA4	HAVANA
chr1	20411222	20411296	0.02026	6	0.0002763	0.9981	LINC01141	LINC01141,AL139254.1	HAVANA,HAVANA
chr3	196183521	196183611	0.02311	5	0.0003346	0.9981	.	.	.
chr1	55931727	55931776	0.01534	4	0.0001824	0.9981	AL603840.1,LINC01755,LINC01753	AL603840.1,LINC01755,LINC01753	HAVANA,HAVANA,HAVANA
chr18	34709510	34709654	0.01698	6	0.0005363	0.9981	DTNA	DTNA	HAVANA
chr5	154611363	154611515	0.007161	13	0.0005654	0.9981	.	.	.
chr9	87727704	87727725	0.008738	4	7.81e-05	0.9981	CTSL	CTSL	HAVANA
chr5	124662186	124662218	0.01156	2	0.0001191	0.9981	ZNF608	ZNF608	HAVANA
chr16	78504749	78504775	0.01012	7	9.7e-05	0.9981	WWOX,AC046158.1	WWOX,AC046158.1	HAVANA,HAVANA
chr3	128608044	128608150	0.01098	19	0.0003939	0.9981	.	.	.
chr4	22507786	22507824	0.01305	3	0.0001417	0.9981	ADGRA3	ADGRA3	HAVANA
chr1	12178252	12178411	0.004549	14	0.0005997	0.9982	TNFRSF1B	TNFRSF1B	HAVANA
chr9	132858156	132858249	0.01784	2	0.0003495	0.9982	AK8	AK8	HAVANA
chr3	172155885	172155924	0.01329	2	0.0001462	0.9982	FNDC3B	FNDC3B	HAVANA
chr17	46172089	46172205	0.01883	17	0.0004345	0.9982	KANSL1	KANSL1	HAVANA
chr7	102018902	102018978	0.02573	4	0.000285	0.9982	CUX1	CUX1	HAVANA
chr8	102894764	102894851	0.01675	4	0.0003281	0.9982	AZIN1-AS1	AZIN1,AZIN1-AS1,AP003354.1	HAVANA,HAVANA,HAVANA
chr2	170363467	170363553	0.02266	6	0.0003252	0.9983	MYO3B,MYO3B-AS1	MYO3B,MYO3B-AS1	HAVANA,HAVANA
chr7	19143822	19143925	0.02556	7	0.0003919	0.9983	.	AC003986.1,FERD3L	HAVANA,HAVANA
chr6	108168070	108168176	0.01507	8	0.000401	0.9983	NR2E1	OSTM1,NR2E1	HAVANA,HAVANA
chr10	34280624	34280688	0.01863	4	0.000243	0.9983	PARD3	PARD3	HAVANA
chr6	16698797	16698885	0.02306	6	0.0003337	0.9983	ATXN1	ATXN1	HAVANA
chr10	14478389	14478470	0.0218	8	0.0003082	0.9983	.	.	.
chr3	188579164	188579189	0.009981	2	9.5e-05	0.9983	LPP	LPP	HAVANA
chr16	84726818	84726891	0.02035	7	0.000279	0.9984	USP10	USP10	HAVANA
chr17	48015326	48015339	0.006431	4	5e-05	0.9984	.	.	.
chr22	42077729	42077795	0.01913	8	0.0002531	0.9984	PHETA2	PHETA2,SNORD13P1,SMDT1	HAVANA,ENSEMBL,HAVANA
chr1	43151516	43151558	0.01418	2	0.0001614	0.9984	FAM183A	FAM183A	HAVANA
chr12	12069935	12069998	0.01861	3	0.0002424	0.9984	BCL2L14	BCL2L14	HAVANA
chr13	111006560	111006601	0.01392	4	0.0001566	0.9984	.	.	.
chr14	80211265	80211384	0.02767	19	0.0004544	0.9984	DIO2	DIO2,DIO2-AS1	HAVANA,HAVANA
chr11	64554570	64554676	0.02426	8	0.0004072	0.9984	.	SLC22A11	HAVANA
chr15	66114068	66114153	0.02266	4	0.0003254	0.9984	MEGF11	MEGF11	HAVANA
chr6	17412822	17412853	0.0116	3	0.0001197	0.9985	CAP2	CAP2	HAVANA
chr7	43889391	43889483	0.02407	10	0.0003563	0.9985	URGCP-MRPS24,URGCP	URGCP-MRPS24,URGCP	HAVANA,HAVANA
chr10	97688724	97688805	0.02203	2	0.000313	0.9985	.	AVPI1	HAVANA
chr7	88276020	88276079	0.01793	4	0.000229	0.9985	AC003991.1,STEAP4	AC003991.1,STEAP4	HAVANA,HAVANA
chr17	57136202	57136297	0.02452	17	0.0003669	0.9985	.	.	.
chr7	101956238	101956329	0.02396	10	0.0003531	0.9985	CUX1	CUX1,AC005072.1	HAVANA,HAVANA
chr1	101653539	101653594	0.01711	4	0.0002137	0.9985	LINC01709	LINC01709	HAVANA
chr4	173500875	173500982	0.00833	9	0.0004125	0.9985	.	.	.
chr12	114669772	114669855	0.001995	9	0.0003205	0.9985	.	TBX3	HAVANA
chr15	86199680	86199777	0.01026	4	0.0003804	0.9986	AGBL1	AGBL1	HAVANA
chr11	8068595	8068612	0.01892	2	6.67e-05	0.9986	TUB,TUB-AS1	TUB,TUB-AS1	HAVANA,HAVANA
chr5	179486625	179486728	0.01136	10	0.0004032	0.9986	.	.	.
chr1	198205373	198205389	0.007516	4	6.28e-05	0.9986	NEK7	NEK7	HAVANA
chr1	161458182	161458320	0.0118	21	0.0005378	0.9986	AL592295.3	AL592295.3	HAVANA
chr14	99746560	99746650	0.02388	5	0.0003512	0.9986	EML1	EML1	HAVANA
chr6	170179001	170179159	0.01254	10	0.0006268	0.9987	AL596442.2	AL596442.2	HAVANA
chr17	19413927	19414012	0.009149	6	0.0003353	0.9987	RNF112	RNF112,AC004448.3,AC004448.2	HAVANA,HAVANA,HAVANA
chr2	237473651	237473719	0.01987	7	0.0002683	0.9987	.	.	.
chr21	30338310	30338347	0.0133	2	0.0001463	0.9987	.	KRTAP27-1	HAVANA
chr11	117239492	117239548	0.01757	2	0.0002224	0.9987	RNF214	RNF214	HAVANA
chr3	52830600	52830680	0.01879	8	0.0003178	0.9987	ITIH4,AC006254.1	ITIH4,AC006254.1,MUSTN1,STIMATE-MUSTN1	HAVANA,HAVANA,HAVANA,HAVANA
chr3	106810838	106810870	0.01211	2	0.0001267	0.9987	LINC00882	LINC00882	HAVANA
chr8	18848268	18848339	0.02041	2	0.0002798	0.9987	PSD3	PSD3,AC087821.2	HAVANA,HAVANA
chr15	101617365	101617525	0.013	20	0.0006356	0.9987	.	AC090164.5,TM2D3	HAVANA,HAVANA
chr11	3124290	3124381	0.02446	4	0.0003651	0.9988	OSBPL5	OSBPL5	HAVANA
chr2	99594125	99594195	0.02041	8	0.0002799	0.9988	AFF3	AFF3	HAVANA
chr15	70799877	70799970	0.01758	6	0.0003711	0.9988	RPL29P30	RPL29P30	HAVANA
chr3	51962930	51963019	0.024	3	0.0003543	0.9988	PCBP4,AC115284.1	PCBP4,AC115284.1	HAVANA,HAVANA
chr4	52711932	52712018	0.02363	8	0.0003457	0.9988	.	LINC01618,DANCR,MIR4449,AC104066.3,SNORA26	HAVANA,HAVANA,ENSEMBL,HAVANA,ENSEMBL
chr7	111091461	111091539	0.01161	3	0.0003107	0.9988	IMMP2L,LRRN3	IMMP2L,LRRN3	HAVANA,HAVANA
chr5	132675049	132675135	0.02365	6	0.000346	0.9988	IL4	IL4	HAVANA
chr11	20057048	20057137	0.02404	2	0.0003552	0.9988	NAV2	NAV2	HAVANA
chr19	5851577	5851647	0.01237	12	0.0002856	0.9989	AC024592.2	FUT3,AC024592.2	HAVANA,HAVANA
chr3	72338713	72338824	0.02453	9	0.0004512	0.9989	.	.	.
chr12	57259351	57259445	0.02498	5	0.0003789	0.9989	AC137834.1,R3HDM2	AC137834.1,R3HDM2	HAVANA,HAVANA
chr5	178372175	178372310	0.009292	15	0.0005469	0.9989	COL23A1	COL23A1	HAVANA
chr1	6411394	6411427	0.01262	2	0.0001345	0.9989	.	HES2	HAVANA
chr11	47245542	47245634	0.02477	11	0.0003734	0.9989	ACP2	ACP2,NR1H3	ENSEMBL,HAVANA
chr2	26845240	26845337	0.009229	6	0.0003916	0.9989	.	DPYSL5	HAVANA
chr10	115827109	115827208	0.02625	6	0.0004081	0.999	ATRNL1	ATRNL1	HAVANA
chr5	173924039	173924051	0.006344	2	4.91e-05	0.999	CPEB4	CPEB4	HAVANA
chr4	3385887	3385972	0.02383	11	0.0003499	0.999	RGS12	RGS12	HAVANA
chr18	12041647	12041675	0.01138	4	0.000116	0.999	.	AP001542.1	HAVANA
chr8	134600248	134600296	0.01618	2	0.0001972	0.999	ZFAT,ZFAT-AS1,RF02213	ZFAT,RF02211,ZFAT-AS1,RF02212,RF02213	HAVANA,ENSEMBL,HAVANA,ENSEMBL,ENSEMBL
chr10	29256350	29256439	0.01934	3	0.0003687	0.9991	.	.	.
chr5	131637951	131638023	0.02152	3	0.0003021	0.9991	AC008695.1	RAPGEF6,AC008695.1,FNIP1	HAVANA,HAVANA,HAVANA
chr14	99262719	99262785	0.004874	7	0.0002742	0.9991	BCL11B	BCL11B,AL109767.1	HAVANA,HAVANA
chr17	55422387	55422469	0.02336	3	0.0003405	0.9991	.	MMD	HAVANA
chr10	69730672	69730710	0.01413	2	0.0001598	0.9991	.	.	.
chr7	149266518	149266646	0.01858	15	0.0005376	0.9991	ZNF783	ZNF783	HAVANA
chr13	111622423	111622520	0.02604	9	0.0004028	0.9991	AL359649.1,LINC02337	AL359649.1,LINC02337	HAVANA,HAVANA
chr12	113057714	113057816	0.0291	7	0.000425	0.9991	DTX1	RPS15AP32,DTX1	HAVANA,HAVANA
chr12	132459430	132459533	0.002758	7	0.0004318	0.9991	AC079031.1	AC079031.1,AC079031.2	HAVANA,HAVANA
chr2	238846736	238846883	0.0197	19	0.0006129	0.9991	.	TWIST2	HAVANA
chr16	88393232	88393360	0.02652	16	0.0005461	0.9992	ZNF469	ZNF469	HAVANA
chr3	125073547	125073577	0.01215	6	0.0001274	0.9992	.	.	.
chr4	119027351	119027440	0.02484	7	0.0003754	0.9992	SYNPO2	SYNPO2	HAVANA
chr13	109667215	109667301	0.02431	11	0.000362	0.9992	AL163541.1	AL163541.1	HAVANA
chr4	8199399	8199435	0.01369	5	0.000153	0.9992	SH3TC1	SH3TC1	HAVANA
chr2	120560019	120560089	0.02132	6	0.0002982	0.9992	.	AC073257.1	HAVANA
chr8	140577973	140578115	0.01947	12	0.0006048	0.9992	AGO2	AGO2	HAVANA
chr6	36131324	36131357	0.01299	9	0.0001405	0.9992	MAPK13	MAPK13	HAVANA
chr19	48716878	48716939	0.01943	5	0.0002593	0.9992	MAMSTR	MAMSTR,RASIP1	HAVANA,HAVANA
chr1	145823594	145823666	0.0217	7	0.0003056	0.9992	RNF115	RNF115,POLR3C	HAVANA,HAVANA
chr8	41507810	41507812	0.001946	2	8.49e-06	0.9992	GOLGA7	GOLGA7,AC009630.1,KRT18P37	HAVANA,HAVANA,HAVANA
chr6	3825640	3825768	0.006563	22	0.0005449	0.9992	.	.	.
chr16	57798397	57798509	0.01084	12	0.0004724	0.9992	KIFC3,AC092118.1	KIFC3,AC092118.1	HAVANA,HAVANA
chr2	172091810	172091876	0.02053	3	0.0002824	0.9992	.	DLX1	HAVANA
chr11	2778735	2778893	0.00802	16	0.0006674	0.9992	KCNQ1	KCNQ1	HAVANA
chr1	13583112	13583208	0.02623	24	0.0004078	0.9992	.	PDPN	HAVANA
chr5	180324794	180324874	0.0117	4	0.0003369	0.9992	GFPT2	GFPT2	HAVANA
chr17	20446907	20447008	0.02762	3	0.0004405	0.9993	AC015818.9,NOS2P3	AC015818.9,NOS2P3,LGALS9B	HAVANA,HAVANA,HAVANA
chr6	30202550	30202565	0.007673	4	6.48e-05	0.9993	TRIM26	TRIM26	HAVANA
chr10	48523366	48523535	0.0162	14	0.0007307	0.9993	ARHGAP22	ARHGAP22	HAVANA
chr7	73975224	73975340	0.02034	26	0.0005055	0.9993	.	.	.
chr9	135117042	135117125	0.02426	8	0.0003609	0.9993	OLFM1	OLFM1	HAVANA
chr22	41418250	41418306	0.01855	3	0.000241	0.9993	.	.	.
chr8	41536183	41536283	0.02719	10	0.0004302	0.9993	AC009630.1,GINS4	AC009630.1,GINS4,AC009630.2	HAVANA,HAVANA,HAVANA
chr2	191358461	191358556	0.02623	4	0.0004077	0.9993	MYO1B	MYO1B	HAVANA
chr14	103712753	103712888	0.01701	24	0.0005806	0.9993	KLC1,XRCC3	KLC1,XRCC3,ZFYVE21	HAVANA,HAVANA,HAVANA
chr17	73006832	73006836	0.008127	2	1.73e-05	0.9993	SLC39A11	SLC39A11	HAVANA
chr10	15314032	15314192	0.01585	12	0.0006889	0.9993	FAM171A1	FAM171A1	HAVANA
chr6	42199434	42199500	0.02113	3	0.0002941	0.9994	.	GUCA1B	HAVANA
chr6	71294608	71294615	0.004654	2	3.11e-05	0.9994	AL589935.1,OGFRL1	AL589935.1,OGFRL1,AL136164.2	HAVANA,HAVANA,HAVANA
chr3	39408448	39408529	0.02425	6	0.0003603	0.9994	RPSA,SNORA6	RPSA,SNORA6,SNORA62	HAVANA,ENSEMBL,ENSEMBL
chr1	162366177	162366215	0.01461	6	0.0001695	0.9994	NOS1AP,AL512785.2	NOS1AP,AL512785.2	HAVANA,HAVANA
chr16	83814440	83814562	0.02854	8	0.0005442	0.9994	HSBP1	HSBP1	HAVANA
chr15	30883093	30883116	0.02105	8	0.000101	0.9994	AC087481.1	AC087481.1	HAVANA
chr17	42535501	42535637	0.03103	13	0.0005973	0.9994	.	PTP4A2P1,NAGLU,AC067852.1	HAVANA,HAVANA,HAVANA
chr13	44575566	44575638	0.02218	4	0.0003154	0.9994	TSC22D1	TSC22D1,TSC22D1-AS1	HAVANA,HAVANA
chr11	8914817	8914894	0.02325	4	0.0003381	0.9994	AKIP1	ST5,AKIP1	HAVANA,HAVANA
chr16	54933475	54933546	0.0221	7	0.0003142	0.9994	IRX5	CRNDE,IRX5,AC106738.1,AC106738.2	HAVANA,HAVANA,HAVANA,HAVANA
chr2	1824575	1824701	0.01726	13	0.0005542	0.9994	MYT1L,AC093390.1	MYT1L,AC093390.1	HAVANA,HAVANA
chr5	177096313	177096374	0.01982	6	0.0002675	0.9994	FGFR4	FGFR4	HAVANA
chr17	69819516	69819551	0.0139	3	0.0001561	0.9994	LINC01483	LINC01483	HAVANA
chr15	30042695	30042697	0.002006	2	8.9e-06	0.9994	AC111152.2	AC111152.2,AC111152.3	HAVANA,HAVANA
chr11	63873001	63873044	0.01586	4	0.0001915	0.9994	MARK2	MARK2	HAVANA
chr6	166997781	166997942	0.01562	9	0.0007114	0.9994	Z94721.1,Z94721.3,MIR3939	Z94721.1,Z94721.3,MIR3939,FGFR1OP,Z94721.2	HAVANA,HAVANA,ENSEMBL,HAVANA,HAVANA
chr3	156750868	156750962	0.02641	4	0.0004119	0.9994	LINC00886	LINC00886	HAVANA
chr2	8282104	8282236	0.01427	14	0.0005878	0.9994	LINC00299	LINC00298,LINC00299	HAVANA,HAVANA
chr2	42464605	42464662	0.01912	2	0.0002528	0.9994	KCNG3	KCNG3,VDAC1P13	HAVANA,HAVANA
chr17	45087953	45088037	0.02464	3	0.00037	0.9994	NMT1	NMT1	HAVANA
chr2	12740618	12740708	0.01431	14	0.0003999	0.9994	TRIB2	TRIB2,MIR3125	HAVANA,ENSEMBL
chr6	158068981	158069055	0.02285	2	0.0003291	0.9994	SYNJ2	SYNJ2	HAVANA
chr6	151616062	151616161	0.02736	3	0.0004345	0.9994	CCDC170	CCDC170,RNU6-813P	HAVANA,ENSEMBL
chr10	100248757	100248782	0.01126	2	0.0001143	0.9995	CWF19L1,PHBP9	CWF19L1,PHBP9	HAVANA,HAVANA
chr13	59623812	59623870	0.01969	2	0.0002649	0.9995	.	.	.
chr1	19563864	19563961	0.0175	13	0.0004362	0.9995	MICOS10	MICOS10	HAVANA
chr1	12181017	12181087	0.02222	3	0.0003167	0.9995	TNFRSF1B	TNFRSF1B	HAVANA
chr15	29635878	29635882	0.003238	2	1.81e-05	0.9995	.	.	.
chr10	3538843	3538927	0.007872	12	0.0003781	0.9995	AL357833.1	AL357833.1	HAVANA
chr1	30762539	30762640	0.01066	3	0.0004572	0.9995	.	LAPTM5	HAVANA
chr2	68747485	68747518	0.01342	6	0.0001482	0.9995	ARHGAP25	ARHGAP25	HAVANA
chr15	40843621	40843704	0.01794	10	0.0003789	0.9995	SPINT1-AS1	SPINT1-AS1,SPINT1	HAVANA,HAVANA
chr11	1924416	1924513	0.01115	7	0.0004398	0.9995	TNNT3	TNNT3	HAVANA
chr2	27277761	27277817	0.01892	2	0.0002517	0.9995	DNAJC5G	SLC30A3,DNAJC5G,TRIM54	HAVANA,HAVANA,HAVANA
chr12	2625091	2625165	0.01706	5	0.0003376	0.9995	CACNA1C	CACNA1C	HAVANA
chr14	55440742	55440792	0.01504	6	0.0002244	0.9995	TBPL2	TBPL2	HAVANA
chr19	15264541	15264656	0.006493	14	0.0005266	0.9995	BRD4	BRD4	HAVANA
chr11	35781490	35781588	0.01858	4	0.0004446	0.9995	TRIM44	TRIM44	HAVANA
chr17	16420131	16420239	0.02492	16	0.000489	0.9995	TRPV2	AC093484.2,TRPV2	HAVANA,HAVANA
chr2	29112926	29112965	0.01507	4	0.0001778	0.9995	CLIP4	CLIP4	HAVANA
chr21	37565014	37565113	0.02796	4	0.0004512	0.9995	.	.	.
chr3	112302249	112302334	0.02504	4	0.0003806	0.9995	.	AC112487.1	HAVANA
chr1	27341567	27341628	0.02028	8	0.0002772	0.9995	.	SYTL1	HAVANA
chr7	105624039	105624190	0.01648	23	0.0006798	0.9995	ATXN7L1	ATXN7L1	HAVANA
chr15	73928415	73928457	0.01576	3	0.0001895	0.9995	LOXL1	LOXL1-AS1,LOXL1	HAVANA,HAVANA
chr8	35544353	35544391	0.01466	2	0.0001704	0.9995	UNC5D	UNC5D	HAVANA
chr5	160193236	160193296	0.02053	8	0.0002823	0.9996	FABP6	FABP6,AC008609.1	HAVANA,HAVANA
chr8	28374597	28374661	0.02111	4	0.0002938	0.9996	ZNF395,FBXO16	ZNF395,FBXO16	HAVANA,HAVANA
chr12	108729496	108729626	0.02533	4	0.0006051	0.9996	CORO1C	CORO1C	HAVANA
chr9	137786598	137786748	0.0325	7	0.0007035	0.9996	EHMT1,AL590627.1	EHMT1,AL590627.1	HAVANA,HAVANA
chr3	131350042	131350099	0.01969	8	0.0002649	0.9996	NEK11,AC010210.1	NEK11,AC010210.1	HAVANA,HAVANA
chr3	130379452	130379492	0.01575	3	0.0001894	0.9996	COL6A5	COL6A5	HAVANA
chr10	346624	346721	0.01005	8	0.0004481	0.9996	DIP2C	DIP2C	HAVANA
chr2	240387516	240387618	0.004183	4	0.000472	0.9996	.	.	.
chr1	121118003	121118123	0.02291	6	0.0005542	0.9996	.	AC244453.3,HIST2H2BA,AC244453.1,HIST2H3DP1	HAVANA,HAVANA,HAVANA,HAVANA
chr3	195988947	195989047	0.0283	12	0.0004595	0.9996	SDHAP1	SDHAP1	HAVANA
chr2	36753746	36753795	0.0179	3	0.0002282	0.9996	VIT	VIT	HAVANA
chr13	21872942	21873032	0.02701	6	0.000426	0.9996	LINC00424	LINC00424	HAVANA
chr2	19911971	19912061	0.02675	7	0.0004201	0.9996	WDR35	WDR35	HAVANA
chr1	9239853	9239951	0.0283	6	0.0004597	0.9996	H6PD	H6PD	HAVANA
chr16	30421308	30421367	0.02015	2	0.0002743	0.9996	ZNF771	ZNF771,SNORA80C,DCTPP1	HAVANA,ENSEMBL,HAVANA
chr1	220886072	220886126	0.01908	4	0.0002518	0.9996	.	AL445423.2,HLX	HAVANA,HAVANA
chr11	69008913	69008986	0.02334	5	0.0003398	0.9996	MRGPRF	AP003071.3,MRGPRF,MRGPRF-AS1	HAVANA,HAVANA,HAVANA
chr1	94684025	94684079	0.01913	3	0.0002532	0.9996	SLC44A3-AS1	SLC44A3-AS1	HAVANA
chr11	129743629	129743791	0.009274	20	0.0007527	0.9996	.	.	.
chr17	57662583	57662626	0.01642	8	0.0002014	0.9996	MSI2	MSI2	HAVANA
chr5	56176181	56176277	0.02794	9	0.0004497	0.9996	ANKRD55	ANKRD55	HAVANA
chr1	55782230	55782325	0.02746	5	0.0004364	0.9996	AL603840.1	AL603840.1	HAVANA
chr1	162367459	162367564	0.03007	19	0.000483	0.9996	NOS1AP,AL512785.2	NOS1AP,AL512785.2	HAVANA,HAVANA
chr4	7773040	7773141	0.008628	5	0.0004797	0.9997	AFAP1-AS1,AFAP1	AFAP1-AS1,AFAP1	HAVANA,HAVANA
chr14	105323148	105323200	0.01204	6	0.0002518	0.9997	PACS2	PACS2	HAVANA
chr9	35713241	35713258	0.008967	4	8.15e-05	0.9997	TLN1	TLN1,MIR6852	HAVANA,ENSEMBL
chr17	47945377	47945505	0.009893	7	0.0006234	0.9997	PNPO,AC018521.1	SP2-AS1,PNPO,AC018521.1,AC018521.2	HAVANA,HAVANA,HAVANA,HAVANA
chr1	82979725	82979805	0.02525	6	0.0003848	0.9997	LINC01362,LINC01361	LINC01362,LINC01361	HAVANA,HAVANA
chr15	53810703	53810794	0.02731	4	0.0004335	0.9997	.	.	.
chr10	127887639	127887685	0.01752	2	0.0002215	0.9997	CLRN3	CLRN3	HAVANA
chr6	38391808	38391876	0.02303	4	0.000333	0.9997	BTBD9	BTBD9	HAVANA
chr1	24464665	24464705	0.01603	3	0.0001947	0.9997	NIPAL3	NIPAL3	HAVANA
chr5	157268316	157268402	0.009094	3	0.0004093	0.9997	CYFIP2	AC009185.1,CYFIP2	HAVANA,HAVANA
chr7	139762516	139762562	0.01737	3	0.0002184	0.9997	HIPK2	HIPK2	HAVANA
chr9	130467367	130467457	0.02222	5	0.0004378	0.9997	ASS1	ASS1	HAVANA
chr14	65303438	65303522	0.02591	3	0.0003993	0.9997	AL355076.2	AL355076.2	HAVANA
chr14	21024254	21024316	0.02173	4	0.000306	0.9997	NDRG2,TPPP2,AL161668.4	NDRG2,MIR6717,TPPP2,AL161668.4	HAVANA,ENSEMBL,HAVANA,HAVANA
chr2	45212795	45212817	0.0109	2	0.0001085	0.9997	LINC01121	LINC01121,AC009236.2	HAVANA,HAVANA
chr8	39016981	39017060	0.0252	5	0.0003899	0.9997	ADAM9	ADAM9,RF00212	HAVANA,ENSEMBL
chr8	142788020	142788120	0.01605	5	0.0004907	0.9997	AC083841.2	LY6D,AC083841.2	HAVANA,HAVANA
chr10	127374271	127374340	0.02222	5	0.0003343	0.9997	DOCK1	DOCK1	HAVANA
chr8	127507805	127507887	0.0256	6	0.0003931	0.9997	.	.	.
chr7	28959244	28959335	0.02778	5	0.0004451	0.9997	AC005013.1	TRIL,AC005013.1	HAVANA,HAVANA
chr18	79397889	79398006	0.01017	10	0.0005751	0.9997	NFATC1	NFATC1	HAVANA
chr1	34794109	34794208	0.008698	12	0.0004826	0.9997	SMIM12,GJA4	SMIM12,GJA4	HAVANA,HAVANA
chr1	203557720	203557770	0.01858	3	0.0002418	0.9997	.	.	.
chr7	1713960	1714036	0.01319	14	0.0003662	0.9997	ELFN1	ELFN1	HAVANA
chr2	364190	364231	0.03832	4	0.0002133	0.9998	.	.	.
