chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr2	17815828	17815830	0.03756	2	0.1908	1	.	MSGN1	HAVANA
chr11	62444556	62444644	0.003928	8	0.000716	1	AHNAK	AHNAK	HAVANA
chr5	25200083	25200097	0.01132	3	0.0286	1	LINC02211	LINC02211	HAVANA
chr10	28947381	28947383	0.02115	2	0.148	1	.	.	.
chr6	167351660	167351661	0.0471	1	0.4274	1	TTLL2	TTLL2,AL021331.1	HAVANA,HAVANA
chr22	42858005	42858039	0.01207	3	0.003935	1	ARFGAP3,PACSIN2	ARFGAP3,PACSIN2,AL049758.1	HAVANA,HAVANA,HAVANA
chr8	11613993	11613994	0.04718	1	0.4483	1	.	.	.
chr12	52520158	52520188	0.03126	4	0.0007194	1	KRT5	KRT5	HAVANA
chr20	37904304	37904305	0.02595	1	0.08796	1	VSTM2L	VSTM2L	HAVANA
chr16	89905542	89905544	0.01358	2	0.0733	1	TCF25	TCF25,AC092143.3	HAVANA,HAVANA
chr12	116559339	116559391	0.01547	6	0.04586	1	MAP1LC3B2	MAP1LC3B2	HAVANA
chr1	30762639	30762640	0.04478	1	0.009828	1	.	LAPTM5	HAVANA
chr4	121932562	121932596	0.01487	8	0.0004885	1	TRPC3	TRPC3	HAVANA
chr1	119632344	119632345	0.02015	1	0.006977	1	ZNF697	ZNF697	HAVANA
chr21	46034026	46034027	0.02442	1	0.003264	1	.	AP001476.1	HAVANA
chr7	1562579	1562584	0.03822	4	0.005089	1	.	TMEM184A,PSMG3	HAVANA,HAVANA
chr2	172091293	172091295	0.004977	2	0.002132	1	.	DLX1	HAVANA
chr13	94701729	94701730	0.02356	1	0.04649	1	LINC00391	LINC00391,RN7SL585P,SOX21-AS1	HAVANA,ENSEMBL,HAVANA
chr17	80191403	80191413	0.01457	4	0.002799	1	CARD14	CARD14	HAVANA
chr2	127681585	127681623	0.008212	3	0.0006638	1	LIMS2	LIMS2	HAVANA
chr2	1892321	1892322	0.02243	1	0.004247	1	MYT1L	MYT1L	HAVANA
chr13	109745849	109745923	0.01007	5	0.02066	1	.	.	.
chr14	104823058	104823060	0.02643	2	7.83e-05	1	LINC00638	LINC00638	HAVANA
chr4	182805674	182805808	0.02249	5	0.002837	1	.	TENM3	HAVANA
chr16	79430119	79430120	0.04965	1	0.001546	1	.	.	.
chr4	6664320	6664321	0.04808	1	0.03678	1	LINC02482,AC093323.1	LINC02482,AC093323.1	HAVANA,HAVANA
chr3	177516385	177516387	0.04732	2	0.02058	1	LINC00578	LINC00578	HAVANA
chr1	2478319	2478320	0.01665	1	0.8648	1	PLCH2	PLCH2	HAVANA
chr1	6474735	6474758	0.02395	2	0.004847	1	PLEKHG5	PLEKHG5	HAVANA
chr6	144007957	144008001	0.02673	9	0.001195	1	PLAGL1,HYMAI	PLAGL1,HYMAI,RF02143	HAVANA,HAVANA,ENSEMBL
chr16	66880125	66880126	0.02427	1	0.006009	1	PDP2	PDP2	HAVANA
chr19	38292235	38292236	0.02984	1	0.002849	1	SPINT2,AC011479.1,AC011479.4	SPINT2,AC011479.1,AC011479.4,RF00019	HAVANA,HAVANA,HAVANA,ENSEMBL
chr6	30102626	30102628	0.02897	2	0.02086	1	.	TRIM31,TRIM31-AS1	HAVANA,HAVANA
chr13	112729520	112729568	0.01504	6	0.0198	1	ATP11A	ATP11A	HAVANA
chr19	990307	990330	0.02892	2	0.01136	1	WDR18	WDR18	HAVANA
chr16	89485860	89485861	0.02897	1	0.007467	1	ANKRD11	ANKRD11,SPG7	HAVANA,HAVANA
chr1	228646239	228646261	0.04027	10	0.005354	1	.	RNA5S15,RNA5S16,RNA5S17,RNA5SP18,DUSP5P1	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,HAVANA
chr14	36584524	36584550	0.03822	3	0.00912	1	AL132857.1	AL132857.1,NKX2-8	HAVANA,HAVANA
chr3	151156239	151156245	0.04397	4	0.01184	1	MED12L	MED12L	HAVANA
chr10	5840596	5840662	0.01292	9	0.005286	1	GDI2	GDI2	HAVANA
chr9	137780961	137781033	0.03116	5	0.008613	1	EHMT1,AL590627.1	EHMT1,AL590627.1	HAVANA,HAVANA
chr11	10693641	10693643	0.03061	2	0.02309	1	MRVI1	MRVI1	HAVANA
chr2	218871613	218871622	0.03872	2	0.1455	1	WNT6	WNT6	HAVANA
chr14	81412871	81412872	0.02596	1	0.08987	1	STON2	STON2,DYNLL1P2	HAVANA,HAVANA
chr12	131854083	131854085	0.03719	2	0.04329	1	.	MMP17,AC131009.2	HAVANA,HAVANA
chr17	81992413	81992435	0.03184	6	0.001594	1	ASPSCR1	ASPSCR1	HAVANA
chr16	29813357	29813359	0.0169	2	0.002809	1	AC009133.1,PRRT2,AC009133.6	MAZ,AC009133.1,AC009133.5,PRRT2,AC009133.6,PAGR1,AC120114.4	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr1	59968994	59968995	0.02411	1	0.003172	1	.	.	.
chr22	37282601	37282603	0.01972	2	0.3347	1	CYTH4	CYTH4	HAVANA
chr8	142681901	142681924	0.004485	6	0.0003604	1	JRK,PSCA	JRK,PSCA	HAVANA,HAVANA
chr11	76211245	76211246	0.04921	1	0.4552	1	AP000785.2	WNT11,AP000785.2	HAVANA,HAVANA
chr5	160349535	160349536	0.03491	1	0.6811	1	C1QTNF2	CCNJL,C1QTNF2	HAVANA,HAVANA
chr16	584061	584072	0.005552	4	0.001469	1	PIGQ	PIGQ	HAVANA
chr11	60920250	60920252	0.04576	2	0.0001605	1	TMEM109,AP003721.1	TMEM109,AP003721.1,TMEM132A	HAVANA,HAVANA,HAVANA
chr10	21508704	21508734	0.02125	6	0.001518	1	.	SKIDA1	HAVANA
chr21	46140565	46140566	0.03499	1	0.2117	1	FTCD	FTCD	HAVANA
chr22	27639114	27639164	0.03162	4	0.02536	1	.	.	.
chr17	1607307	1607327	0.04894	2	0.005271	1	SLC43A2	SLC43A2,RN7SL105P	HAVANA,ENSEMBL
chr7	50400159	50400160	0.01765	1	0.09167	1	IKZF1	IKZF1,AC124014.1	HAVANA,HAVANA
chr1	2523273	2523293	0.03846	5	0.02002	1	PANK4	PANK4	HAVANA
chr20	32480638	32480674	0.01705	2	0.009831	1	NOL4L	NOL4L,AL034550.3	HAVANA,HAVANA
chr17	73537304	73537339	0.03234	3	0.0002601	1	SDK2	SDK2	HAVANA
chr19	53553896	53553907	0.04557	2	0.004029	1	ZNF331	ZNF331	HAVANA
chr12	128814616	128814617	0.04774	1	0.1086	1	SLC15A4,AC108704.2	SLC15A4,AC108704.2	HAVANA,HAVANA
chr5	91164024	91164025	0.0209	1	5.17e-05	1	ADGRV1,LUCAT1	ADGRV1,LUCAT1	HAVANA,HAVANA
chr17	48574503	48574509	0.01614	6	0.1855	1	HOXB3,HOXB-AS3	HOXB3,HOXB-AS3,HOXB4	HAVANA,HAVANA,HAVANA
chr12	132723409	132723431	0.0481	6	0.02567	1	.	PGAM5,RNA5SP379,ANKLE2	HAVANA,ENSEMBL,HAVANA
chr17	13115181	13115182	0.04708	1	0.08888	1	.	.	.
chr7	24971141	24971142	0.02674	1	0.0002816	1	OSBPL3	OSBPL3	HAVANA
chr16	66128185	66128186	0.04626	1	0.06216	1	.	.	.
chr10	125896385	125896438	0.0403	4	0.0104	1	DHX32	DHX32,FANK1	HAVANA,HAVANA
chr1	228640641	228640684	0.03132	9	0.0003401	1	.	RNA5S13,RNA5S14,RNA5S15,RNA5S16	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr12	132838732	132838773	0.01568	3	0.03158	1	CHFR	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr6	100469040	100469057	0.03429	4	0.003978	1	.	SIM1	HAVANA
chr10	21507377	21507384	0.009222	2	0.009122	1	.	.	.
chr22	24935084	24935086	0.03251	2	9.88e-05	1	TMEM211	TMEM211	HAVANA
chr19	53632011	53632090	0.01119	5	0.0005406	1	DPRX	RN7SL317P,DPRX	ENSEMBL,HAVANA
chr14	103730799	103730800	0.04846	1	0.04832	1	ZFYVE21	ZFYVE21,RF00019,PPP1R13B	HAVANA,ENSEMBL,HAVANA
chr2	3060220	3060265	0.002819	6	0.02998	1	LINC01250	LINC01250	HAVANA
chr8	18667868	18667971	0.0209	13	0.000965	1	PSD3	PSD3	HAVANA
chr7	771969	771970	0.03765	1	0.6976	1	DNAAF5	DNAAF5	HAVANA
chr3	45087426	45087428	0.02037	2	0.001583	1	CDCP1	CDCP1	HAVANA
chr16	87306072	87306104	0.01091	6	0.0003567	1	C16orf95,AC010531.1	C16orf95,AC010531.1	HAVANA,HAVANA
chr12	32501995	32501997	0.03087	2	0.000204	1	FGD4	FGD4	HAVANA
chr2	241901259	241901304	0.009892	3	0.01097	1	LINC01237,FAM240C	LINC01237,FAM240C	HAVANA,HAVANA
chr6	169167790	169167826	0.04103	4	0.004811	1	.	LINC01615	HAVANA
chr11	59062785	59062849	0.01444	6	0.05723	1	.	AP001636.3	HAVANA
chr1	228626281	228626394	0.01602	10	0.004058	1	.	RNA5S6,RNA5S7,RNA5S8,RNA5S9,RNA5S10	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr12	52156163	52156204	0.04395	6	0.002378	1	.	.	.
chr2	120765987	120765988	0.01318	1	0.005878	1	GLI2	GLI2	HAVANA
chr16	88498401	88498403	0.04485	2	0.1407	1	ZFPM1	ZFPM1	HAVANA
chr14	103717088	103717122	0.03861	8	0.0004166	1	ZFYVE21	KLC1,XRCC3,ZFYVE21	HAVANA,HAVANA,HAVANA
chr4	1323776	1323777	0.03435	1	0.0006224	1	MAEA	MAEA	HAVANA
chr15	67549065	67549084	0.04193	6	0.0001418	1	MAP2K5	MAP2K5	HAVANA
chr17	45396964	45396969	0.0336	2	0.02129	1	ARHGAP27,AC003070.1	ARHGAP27,AC003070.1	HAVANA,HAVANA
chr17	82201711	82201747	0.01101	6	0.01362	1	CCDC57	CCDC57	HAVANA
chr22	19729050	19729099	0.03933	4	0.0239	1	.	SEPT5,AC000093.1,GP1BB	HAVANA,HAVANA,HAVANA
chr1	2456397	2456398	0.04807	1	0.2257	1	PLCH2	PLCH2	HAVANA
chr13	25117424	25117445	0.008647	4	0.0006238	1	.	.	.
chr11	70826753	70826855	0.02013	24	0.0008827	1	SHANK2	SHANK2	HAVANA
chr17	81285431	81285555	0.02827	6	0.001613	1	SLC38A10	SLC38A10	HAVANA
chr11	126586633	126586634	0.04496	1	0.004032	1	KIRREL3,KIRREL3-AS1	KIRREL3,KIRREL3-AS1	HAVANA,HAVANA
chr11	95150685	95150686	0.006258	1	0.02419	1	AP000787.1	AP000787.2,AP000787.1	HAVANA,HAVANA
chr7	99616523	99616524	0.0278	1	7.81e-05	1	.	ZSCAN25	HAVANA
chr16	733947	733948	0.04476	1	0.0004298	1	HAGHL,CIAO3	HAGHL,CIAO3	HAVANA,HAVANA
chr19	45160930	45160931	0.04526	1	0.01023	1	MARK4	MARK4,NKPD1,TRAPPC6A	HAVANA,HAVANA,HAVANA
chr16	72961279	72961307	0.03821	2	0.01036	1	ZFHX3	ZFHX3	HAVANA
chr13	114004550	114004648	0.01253	14	0.0007789	1	RASA3	RASA3	HAVANA
chr11	133930716	133930717	0.02827	1	0.02291	1	IGSF9B	IGSF9B	HAVANA
chr17	28406565	28406566	0.03698	1	0.4061	1	SLC46A1,AC015917.2	SARM1,SLC46A1,AC015917.2	HAVANA,HAVANA,HAVANA
chr18	9135776	9135780	0.03842	2	0.0001237	1	AP005263.1,NDUFV2-AS1	NDUFV2,AP005263.1,NDUFV2-AS1,ANKRD12	HAVANA,HAVANA,HAVANA,HAVANA
chr17	7091933	7091962	0.01053	3	0.0004144	1	.	.	.
chr12	46554674	46554675	0.01763	1	4.01e-05	1	AC008014.1,AC008035.1	AC008014.1,AC008035.1	HAVANA,HAVANA
chr8	143853754	143853755	0.02899	1	0.09192	1	.	EPPK1	HAVANA
chr15	91694783	91694785	0.02616	2	0.1405	1	.	.	.
chr1	3640512	3640513	0.03788	1	0.04889	1	WRAP73	WRAP73	HAVANA
chr4	80386875	80386882	0.03219	2	0.1782	1	CFAP299,AC105917.1	CFAP299,AC105917.1	HAVANA,HAVANA
chr1	209788502	209788504	0.01847	2	0.001119	1	IRF6	C1orf74,IRF6	HAVANA,HAVANA
chr1	246507558	246507598	0.03886	2	0.004982	1	.	SMYD3,AL356583.1	HAVANA,HAVANA
chr19	5800616	5800625	0.02843	3	8.08e-05	1	.	.	.
chr12	114818314	114818316	0.03822	2	0.3088	1	.	.	.
chr2	133317553	133317651	0.03451	4	0.0006448	1	NCKAP5	NCKAP5	HAVANA
chr7	150281437	150281446	0.04036	4	0.05343	1	ACTR3C	ACTR3C	HAVANA
chr11	3153753	3153786	0.02909	3	0.003936	1	OSBPL5	OSBPL5	HAVANA
chr20	58840637	58840640	0.03113	2	9.21e-05	1	GNAS-AS1,GNAS	GNAS-AS1,AL132655.1,GNAS,RF02127,RF02128	HAVANA,HAVANA,HAVANA,ENSEMBL,ENSEMBL
chr14	95227448	95227486	0.04489	6	0.01384	1	CLMN	CLMN	HAVANA
chr17	78880125	78880134	0.009356	2	0.006931	1	TIMP2,CEP295NL	TIMP2,CEP295NL	HAVANA,HAVANA
chr8	1958226	1958279	0.01118	7	0.01385	1	AC019257.8,ARHGEF10,AC019257.9	AC019257.8,ARHGEF10,AC019257.9	HAVANA,HAVANA,HAVANA
chr19	17240527	17240528	0.02015	1	0.006685	1	NR2F6,AC010646.1	NR2F6,AC010646.1	HAVANA,HAVANA
chr8	144413770	144413861	0.01324	6	0.0008792	1	SLC39A4	CPSF1,AC233992.3,SLC39A4	HAVANA,HAVANA,HAVANA
chr10	18164390	18164392	0.02725	2	7.55e-05	1	CACNB2	CACNB2	HAVANA
chr10	21509520	21509521	0.03539	1	0.1421	1	.	SKIDA1	HAVANA
chr4	169775082	169775169	0.02753	6	0.002259	1	.	.	.
chr14	67696301	67696302	0.04198	1	0.02261	1	.	RDH11	HAVANA
chr5	135028053	135028063	0.04893	2	0.0543	1	PITX1	PITX1	HAVANA
chr7	1957563	1957644	0.0152	9	0.002475	1	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr16	86303812	86303823	0.04023	2	0.01133	1	.	LINC01081	HAVANA
chr19	641029	641030	0.02658	1	0.01936	1	FGF22	AC004449.1,FGF22	HAVANA,HAVANA
chr5	95843022	95843048	0.04258	8	0.000156	1	AC008592.4,LINC01554	AC008592.4,LINC01554	HAVANA,HAVANA
chr3	23811284	23811286	0.02935	2	0.2402	1	UBE2E1	UBE2E1-AS1,UBE2E1	HAVANA,HAVANA
chr16	20763614	20763651	0.04846	6	0.005322	1	ACSM3,AC004381.1	ACSM3,AC004381.1	HAVANA,HAVANA
chr8	27611849	27611851	0.03089	2	0.07044	1	CLU	CLU,MIR6843	HAVANA,ENSEMBL
chr20	3855228	3855244	0.03821	3	0.005373	1	MAVS	MAVS	HAVANA
chr7	129222292	129222293	0.01406	1	0.005273	1	.	AHCYL2	HAVANA
chr10	75407401	75407402	0.04645	1	0.04168	1	ZNF503-AS2	ZNF503-AS2,AC010997.5,AC010997.4	HAVANA,HAVANA,HAVANA
chr5	7851561	7851600	0.02115	6	0.002125	1	MTRR	C5orf49,MTRR	HAVANA,HAVANA
chr4	1002384	1002385	0.03321	1	0.0001013	1	IDUA	IDUA	HAVANA
chr10	27252791	27252823	0.0475	2	0.1058	1	LRRC37A6P	AL160291.1,LRRC37A6P	HAVANA,HAVANA
chr14	36584121	36584122	0.03896	1	0.05708	1	AL132857.1	AL132857.1,NKX2-8	HAVANA,HAVANA
chr1	204360179	204360181	0.03596	2	0.03075	1	PLEKHA6	PLEKHA6	HAVANA
chr1	15407842	15407892	0.04177	5	0.004126	1	AL031283.1	AL031283.1,EFHD2	HAVANA,HAVANA
chr11	95150231	95150312	0.005763	5	0.01709	1	.	AP000787.2,AP000787.1	HAVANA,HAVANA
chr5	34192887	34192888	0.04969	1	0.6398	1	AC138409.2,AC138409.1	AC138409.2,AC138409.1	HAVANA,HAVANA
chr3	42091490	42091492	0.02585	2	0.1853	1	TRAK1	TRAK1	HAVANA
chr17	2067280	2067281	0.01596	1	0.002598	1	SMG6	HIC1,SMG6	HAVANA,HAVANA
chr7	158958519	158958520	0.01084	1	0.1018	1	AC004863.1	WDR60,AC004863.1	HAVANA,HAVANA
chr16	88491782	88491806	0.03948	8	0.002262	1	ZFPM1	ZFPM1	HAVANA
chr1	54353045	54353046	0.04621	1	0.02257	1	SSBP3	SSBP3	HAVANA
chr1	3248760	3248761	0.04842	1	0.1062	1	PRDM16	PRDM16	HAVANA
chr1	18283186	18283198	0.04177	3	0.0003079	1	IGSF21	IGSF21	HAVANA
chr3	11558112	11558143	0.01416	7	0.0004705	1	VGLL4	ATG7,VGLL4	HAVANA,HAVANA
chr13	114005019	114005076	0.003254	4	0.000642	1	RASA3	RASA3	HAVANA
chr1	3423403	3423524	0.01079	3	0.001937	1	PRDM16	PRDM16	HAVANA
chr11	443004	443005	0.0328	1	0.1656	1	.	ANO9,RN7SL838P	HAVANA,ENSEMBL
chr10	475818	475849	0.02019	6	0.0008724	1	DIP2C	DIP2C	HAVANA
chr2	238128781	238128792	0.04741	6	0.01748	1	ESPNL	ESPNL	HAVANA
chr19	31354631	31354632	0.03306	1	0.01993	1	AC025809.1	AC025809.1	HAVANA
chr7	5248420	5248421	0.02664	1	0.1509	1	.	.	.
chr9	134733064	134733065	0.04967	1	0.003425	1	COL5A1	COL5A1	HAVANA
chr1	6386147	6386185	0.0186	8	0.0002277	1	ACOT7	ACOT7	HAVANA
chr13	114034820	114034828	0.03285	2	0.003218	1	RASA3	RASA3	HAVANA
chr16	69742378	69742467	0.02104	7	0.004416	1	AC092115.3,NOB1	AC092115.3,NOB1	HAVANA,HAVANA
chr18	45063751	45063800	0.04894	6	0.004291	1	SETBP1	SETBP1	HAVANA
chr3	13816097	13816098	0.04698	1	0.0001657	1	.	WNT7A	HAVANA
chr20	19935034	19935074	0.03872	6	0.0003597	1	RIN2	RIN2	HAVANA
