methyl	methyl.p	arm2.p	arm3.p	BMI.p	age.p	expose.p	PC1.p	methyl.beta	arm2.beta	arm3.beta	BMI.beta	age.beta	expose.beta	PC1.beta	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	methyl.fdr
chr10.69248545	5.77559099026192e-05	0.339073994805173	0.869128831263977	0.701886343158118	0.064535133811738	0.0332885734666919	0.000336336914296592	4.07854868758471	-0.208095539882542	0.0368133764748881	-0.00844710292019882	0.0343997377491988	-0.413198318122975	3.55795502836546	7	0	76	14	62	0	0.184016539931081	.	chr10	69248545	HKDC1	HKDC1	HAVANA	7	0.999977865727334
chr10.79300775	0.000554371514809433	0.687461288807038	0.690493658500299	0.460563255307068	0.425973758927469	0.00161699215678406	0.211115919908599	-3.21761012736624	0.0946834214780319	0.0938501013913282	0.018053716943226	0.0163201631030316	-0.648612937011978	1.57352666067574	16	0	67	18	49	0	0.830354098803186	.	chr10	79300775	ZMIZ1	ZMIZ1	HAVANA	16	0.999977865727334
chr10.114239339	0.000151371971695604	0.41218123135477	0.892031552649325	0.799062799009196	0.729488882022116	0.0033949064762001	0.000193093270849277	-28.2802370093719	-0.188767094290235	-0.0310923905745719	0.00614711331071933	0.00677884740384067	-0.581445392220336	3.8241895936669	0	57	17	0	74	9	0.135379507188981	.	chr10	114239339	VWA2	VWA2	HAVANA	9	0.999977865727334
chr10.103451127	0.00037481543873303	0.20813453925628	0.83279569404961	0.943113741663407	0.427051110816565	0.000126528124291998	0.0040342030321684	-4.12855917105482	-0.302128374127404	-0.0505149614173184	0.0016658781648832	0.0155868723494605	-0.807546697390399	3.23332597767565	17	22	44	0	66	0	0.787611048359487	.	chr10	103451127	CALHM2	PDCD11,CALHM2,AL139339.2,AL139339.1,CALHM1	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	17	0.999977865727334
chr10.75397743	0.000478302568436879	0.364072375230232	0.847165431995481	0.50348225089848	0.0749482659323007	0.00107865458441604	0.000700018507645867	-1.62324833275105	-0.193422524535222	-0.042560387461966	-0.0150652004070868	0.0336438290611135	-0.628878004627893	3.45848873325317	3	1	79	0	80	0	0.0636693113919087	.	chr10	75397743	AC010997.3	AC010997.3,ZNF503,ZNF503-AS2	HAVANA,HAVANA,HAVANA	3	0.999977865727334
chr10.133358623	0.000329116009821186	0.763809527883582	0.755018737124441	0.748273405445785	0.0316192550304871	0.00461701884464408	0.00755050472028047	-5.63215877158275	-0.0681627524160859	0.0701119502462507	0.00767541329600227	0.0419613751340727	-0.559011419650599	2.82206486285821	3	0	80	33	47	0	0.769908903908311	.	chr10	133358623	.	FUOM,ECHS1	HAVANA,HAVANA	3	0.999977865727334
chr10.6088616	0.000435446789168362	0.210237250324146	0.474407418924268	0.456199162660257	0.0205541819102011	0.00159098387472175	0.000264329700616911	4.09848143312637	-0.28062717179819	-0.158615060227942	-0.0171902865701915	0.0453008819409812	-0.623839507316262	3.73936119943128	0	1	81	0	82	1	0.65060240963856	.	chr10	6088616	.	RBM17	HAVANA	1	0.999977865727334
chr10.133245546	0.000629209357289813	0.417891023773831	0.220572896709284	0.977825252085141	0.161954636785875	0.0199717723740361	0.00135078420490186	2.18662034047968	-0.181561592928481	-0.289619928883433	-0.000636811245846232	0.0272831716519229	-0.464727987298131	3.71602708148264	9	0	74	1	73	0	0.904889362799062	.	chr10	133245546	.	VENTX,MIR202HG,MIR202	HAVANA,HAVANA,ENSEMBL	9	0.999977865727334
chr10.3099774	0.000458224433964116	0.60576595813361	0.918349486941696	0.925270982368174	0.117545461257403	0.00103120478982129	0.000132844339047154	2.18494943091316	-0.111676465657992	-0.0225574655532738	0.00216860112873934	0.0296372759100438	-0.638345784250455	3.8896383807265	1	0	82	3	79	0	0.65060240963856	.	chr10	3099774	PFKP	PFKP	HAVANA	1	0.999977865727334
chr10.2329053	0.000378839691451179	0.462448368733486	0.31383383371545	0.95643502042522	0.456870508601529	0.000978345088481248	4.09815795780142e-05	4.06221844818299	-0.166406578830816	-0.235351035006797	0.00127123092920565	0.01447574792439	-0.665826901686956	4.27973507148404	0	0	76	3	73	7	0.204867718086683	.	chr10	2329053	.	.	.	7	0.999977865727334
chr10.124672101	0.000325151105633987	0.472217259477551	0.600296666505468	0.564152720984895	0.0621399713013458	0.00291189288792554	0.00025021683505458	3.00280581604255	-0.163669292278025	-0.123613386167581	-0.013714260937639	0.0362557670867748	-0.601750728194598	3.97723624851873	6	0	77	10	67	0	0.237641210101282	.	chr10	124672101	AC068896.1,FAM53B	AC068896.1,FAM53B	HAVANA,HAVANA	6	0.999977865727334
chr10.399079	0.000151534732637702	0.427704569255987	0.921837704598316	0.611261621305803	0.0895386483858166	0.00794600629843014	0.000106931821133561	9.2032917055373	-0.169715611798186	-0.0211554073073359	-0.011443506657076	0.0317278549901956	-0.504846671957772	3.91481563775025	0	0	83	17	66	0	1	.	chr10	399079	DIP2C	DIP2C	HAVANA	0	0.999977865727334
chr10.40556894	2.37444716871889e-05	0.531339842092114	0.637712239810755	0.877535190326933	0.268982856334306	0.0131593043073149	0.0710738292317216	-4.96416953952512	-0.134636176423495	-0.102289442767624	-0.00344111889897588	0.0222405275580854	-0.495503312514074	2.03868237510838	11	0	72	2	70	0	1	.	chr10	40556894	.	.	.	11	0.999977865727334
chr10.27252818	0.000424804495667372	0.346351758701771	0.730251669836031	0.459215641568545	0.144854249499605	0.00355905460466445	0.000676162650096657	-4.75309688359806	-0.209310634705374	0.0777103314576543	0.0180714118849359	0.0280093947712653	-0.567981817377351	3.89075027148864	3	28	51	0	79	1	0.117979234009208	.	chr10	27252818	LRRC37A6P	AL160291.1,LRRC37A6P	HAVANA,HAVANA	4	0.999977865727334
chr10.96980963	0.000334019920832499	0.201256393215647	0.271652950143924	0.527266465820309	0.308912338178859	0.0050195765536534	0.000153619451227638	7.14684363333135	-0.27476926322485	-0.240652397110005	-0.0140645024133469	0.019073580876945	-0.53298733475363	3.77923917253081	1	0	81	18	63	1	0.999999999999975	.	chr10	96980963	LCOR	LCOR	HAVANA	2	0.999977865727334
chr10.32347863	0.000118240955081414	0.432868194458241	0.914262007514293	0.564929936434886	0.184658422193447	0.000570190626800982	0.00044632575325876	-7.81640104570914	-0.162713017520402	-0.0227664209563517	-0.0125756015149919	0.0241823129755523	-0.645708020845244	3.41135662630322	0	21	61	0	82	1	0.65060240963856	.	chr10	32347863	EPC1,AL391839.1	EPC1,AL391839.2,AL391839.1	HAVANA,HAVANA,HAVANA	1	0.999977865727334
chr10.88952868	4.67409267530367e-05	0.0480587821218354	0.410683468964533	0.484658905823471	0.0905519023359291	0.00219996984550908	0.0388981446774177	3.27663204767609	-0.43915202798754	-0.17542159926349	-0.0158714357972934	0.0314340853656115	-0.581172785985553	2.17733159695388	2	0	80	0	80	1	0.309726711724947	.	chr10	88952868	STAMBPL1,ACTA2	STAMBPL1,ACTA2	HAVANA,HAVANA	3	0.999977865727334
chr10.95278830	0.000602170727335172	0.70256923116921	0.758574796412949	0.279462865796896	0.027931119982717	0.000946494801038182	0.000164712001951988	2.21066051771071	-0.0837194432473178	0.0682064955515877	-0.025026360284035	0.0422694427645734	-0.64942509354769	3.86067893988281	0	0	83	0	83	0	1	.	chr10	95278830	PDLIM1	PDLIM1	HAVANA	0	0.999977865727334
chr10.132654829	0.000295576256706275	0.61226505525341	0.880873925078679	0.710610979952031	0.538794530641934	0.0567291696466888	0.00481879597189498	-2.94027276747148	-0.117967401578408	0.034134744237474	0.00847304593691777	0.0119522885683055	-0.388127367410317	3.2471398726449	14	9	60	0	69	0	0.814237738189475	.	chr10	132654829	INPP5A	INPP5A	HAVANA	14	0.999977865727334
chr10.5534706	4.21476748877148e-05	0.610632670932724	0.952137812098185	0.760320603596685	0.0325223011116822	0.000784685737032678	1.66552788914434e-05	3.07295012723336	-0.116904674166784	-0.013855874410235	-0.0076481534921102	0.0416450377994215	-0.705157590070973	4.68810376183304	10	0	73	0	73	0	0.916456872728902	.	chr10	5534706	.	.	.	10	0.999977865727334
chr10.133419564	0.000143874146146815	0.411524600514504	0.167342789899693	0.770481720482812	0.72782288818184	0.000296206746311874	0.0442930606147728	6.73024599426341	-0.174028923150144	-0.302254988688812	0.00631574304690636	0.00633331782044643	-0.681097626668967	2.07817657547629	11	0	72	33	39	0	1	.	chr10	133419564	AL360181.3,MTG1	AL360181.3,MTG1,SPRN	HAVANA,HAVANA,HAVANA	11	0.999977865727334
chr10.76887478	0.000595390992348381	0.635297959956901	0.728613712860537	0.629206311179594	0.0618109320449466	0.0011435943908143	0.000491643583109989	-1.75307710000222	-0.107867807049417	-0.0795453241380289	-0.0114865779071454	0.0364215602229204	-0.674932729993811	3.68329476138685	4	1	78	1	78	0	1	.	chr10	76887478	KCNMA1	KCNMA1,KCNMA1-AS1	HAVANA,HAVANA	4	0.999977865727334
chr10.117830991	0.000322085631551323	0.368315254012202	0.667104466020173	0.622401206131279	0.0466700071347203	0.00125366889200937	0.000344831477634709	2.248711513028	-0.19442982197613	-0.0937275125938534	-0.011194622226564	0.0376511324742386	-0.625503051249691	3.61606740624822	0	1	82	0	83	0	1	.	chr10	117830991	AL513324.1	AL513324.1	HAVANA	0	0.999977865727334
chr10.5500415	0.000217388891529808	0.289861590292286	0.41856236594615	0.396018902848799	0.126508865527921	0.00211520423814671	0.000973312112918597	10.0548031567095	-0.228127379838126	-0.177371449242293	-0.0192366272419607	0.0287139886721856	-0.589561440591751	3.30867639407837	0	0	83	30	53	0	1	.	chr10	5500415	.	CALML5	HAVANA	0	0.999977865727334
chr10.414051	0.000176373635837084	0.635906693601829	0.970184729190395	0.577176048256385	0.0566314910433983	0.00153483997504252	5.5037368418372e-05	3.18607922668878	-0.101858271742259	0.00808937166681024	-0.0125734848305531	0.0357435262509687	-0.607802385872329	4.12189380020114	0	0	83	6	77	0	1	.	chr10	414051	DIP2C	DIP2C	HAVANA	0	0.999977865727334
chr10.76887430	0.000405703039134279	0.568704480674909	0.466206883707253	0.828153082738654	0.0859822789294	0.00358945459691288	0.00260726709858863	-1.7333572464979	-0.126669170926926	-0.162828882971945	-0.00508590950103347	0.0327624528242668	-0.576256731089684	3.07036599464078	2	0	81	0	81	0	0.999999999999975	.	chr10	76887430	KCNMA1	KCNMA1,KCNMA1-AS1	HAVANA,HAVANA	2	0.999977865727334
chr10.99809997	0.000652766193728315	0.265176984284435	0.464650184514426	0.790679126361489	0.126022177394833	0.00498020450991893	0.000152894284953051	2.21818939805678	-0.255500393683002	-0.173817505223444	-0.00627665179265935	0.0298971317887864	-0.587325070411364	4.45194000820507	10	0	73	3	70	0	0.255960624260205	.	chr10	99809997	ABCC2	ABCC2	HAVANA	10	0.999977865727334
chr10.130106026	0.00012694795480794	0.736504619055154	0.706024118406653	0.713954516994093	0.0976106547980408	0.000259881519533278	0.0161520724808395	2.39885396052695	0.0763439099764115	0.0850976116331764	-0.00849337951774195	0.0313102846354582	-0.729044434509223	2.65529453141135	5	0	78	1	77	0	0.520158125555629	.	chr10	130106026	C10orf143	C10orf143,AL139123.1,CTAGE7P	HAVANA,HAVANA,HAVANA	5	0.999977865727334
chr10.86970799	0.000250752900328032	0.411804569490434	0.885869653284858	0.658565109061885	0.134513720057604	0.00253532941306292	0.00016883572476336	12.3786843509333	-0.184653209897335	-0.031600187170713	-0.0101828183680923	0.0296092022784657	-0.59822926629962	3.86755753503665	0	40	40	0	80	3	0.531295915368786	.	chr10	86970799	ADIRF-AS1,ADIRF,AL136982.7,AGAP11	MMRN2,ADIRF-AS1,ADIRF,AL136982.7,AGAP11	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	3	0.999977865727334
chr10.129719035	0.000209384541606722	0.278334210465859	0.588392227494461	0.614994038548813	0.0438146297138569	0.00157914103352492	8.78492552783172e-06	-1.7363456337112	-0.237808204500296	-0.120504204714935	-0.0115264453450553	0.0383712777322254	-0.6182008733513	4.81913379665636	2	18	63	0	81	0	0.999999999999975	.	chr10	129719035	MGMT	MGMT	HAVANA	2	0.999977865727334
chr10.99084207	5.31022312999477e-05	0.381638122717459	0.741396226040882	0.434480083192646	0.121172038416336	5.66874483070844e-05	0.000549401059262273	-4.49691825067649	-0.18518227524766	-0.0701052238290002	-0.0172711726224626	0.028496933509808	-0.822737508360881	3.37412347750689	0	0	81	0	81	2	0.539817807816624	.	chr10	99084207	HPSE2	HPSE2	HAVANA	2	0.999977865727334
chr10.2993995	0.00062061268490688	0.158493141325313	0.194111970672186	0.899746532734586	0.501287555886761	0.00307334947310574	7.47386252504565e-05	4.55604602419977	-0.311816539277356	-0.299731777573198	-0.00285280537596496	0.0130834813499438	-0.573296062420851	4.07956699001478	3	0	76	20	56	4	0.383592102277566	.	chr10	2993995	.	.	.	7	0.999977865727334
chr10.78030321	0.000530752649970503	0.665159584546759	0.811962075883513	0.940484873896188	0.196972441882444	0.000500018257937909	0.310446857595285	-5.26879110213636	-0.101019255473143	0.0557954747205775	-0.00177416203206338	0.025982130881078	-0.746995767605991	1.24391425379108	14	0	69	27	42	0	0.437004450323445	.	chr10	78030321	.	POLR3A,RPS24	HAVANA,HAVANA	14	0.999977865727334
chr10.37701460	0.000442236470381584	0.256927503746335	0.700883743859779	0.937556502381978	0.0833959740265291	0.00243472650584222	0.000577654603104541	-2.33122109029542	-0.2470799754919	-0.0839864646599896	-0.00180656651076134	0.0327892426532347	-0.586112232166465	3.48403572298189	0	0	83	1	82	0	1	.	chr10	37701460	.	.	.	0	0.999977865727334
chr10.128069824	0.00036497355346585	0.379076954997941	0.776236138514997	0.922793057608316	0.256774008007316	0.00307186495461588	0.000927233774175048	2.90159736213702	-0.190369150674675	0.0625650000678027	-0.00222722190751028	0.0216828320601272	-0.570133357653389	3.34312957090881	0	0	83	0	83	0	1	.	chr10	128069824	PTPRE	PTPRE	HAVANA	0	0.999977865727334
chr10.475848	0.000131937194816184	0.548097148622605	0.854422664830282	0.398652387066163	0.166844566441688	0.000323256929269469	0.000456033488268003	-3.22286339565526	-0.128453350351852	0.0396938964830505	-0.0190051712236897	0.0258747700425015	-0.704005339536758	3.49867423140059	0	0	83	0	83	0	1	.	chr10	475848	DIP2C	DIP2C	HAVANA	0	0.999977865727334
chr10.133363108	0.000284502762218031	0.385975571468134	0.978567347207635	0.413246985858008	0.1118572224686	0.00217950666712212	0.000312875064427376	6.78213104217444	-0.193506031810833	-0.00616313400648238	-0.01924337663047	0.0306731316007902	-0.625076119453422	4.19509035267002	5	0	78	30	48	0	0.274048029103129	.	chr10	133363108	ECHS1	ECHS1	HAVANA	5	0.999977865727334
chr10.3827988	0.000600681276697471	0.398624480300454	0.152794219740224	0.320349887647073	0.538906014933499	0.0295657535173233	0.000381653130938435	11.4053290729127	-0.197038399776888	-0.352676805275678	0.0249812250345725	0.012085602901175	-0.442184386612666	3.67252984802862	1	0	73	19	54	9	0.0694165970794187	.	chr10	3827988	.	.	.	10	0.999977865727334
chr10.73733601	0.000593271969044026	0.326202923014179	0.76067337505642	0.954069507367413	0.150831718309916	0.00685282441483601	0.00247328249549144	3.76004279733409	-0.208820709450253	-0.0675431692001489	0.00132119548185183	0.0267810112189658	-0.522467297261312	3.09009762841675	5	0	77	14	63	1	0.310454848104976	.	chr10	73733601	GLUD1P3,DUSP8P5	AC022400.3,AC022400.5,BMS1P4,GLUD1P3,DUSP8P5	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	6	0.999977865727334
chr10.110068218	0.000374788592779247	0.289753966914549	0.750594130860498	0.865932463279322	0.0245364321414784	0.0102530855821615	4.73935404838693e-05	-10.7282398818717	-0.232746944207525	0.0703590059744692	-0.00389132782582653	0.0432702063066458	-0.498647804923119	4.26492126020116	0	52	30	0	82	1	0.65060240963856	.	chr10	110068218	ADD3	ADD3	HAVANA	1	0.999977865727334
chr10.121504982	9.67015980981082e-05	0.629126789969029	0.666380682211701	0.320194667973162	0.0831271768034264	0.00554070597033931	0.000630432065548266	4.77501129995214	-0.108640885123044	-0.0957673538144143	-0.0230320219920835	0.0337065628507615	-0.554409129650535	3.85310296637121	5	0	78	17	61	0	1	.	chr10	121504982	FGFR2	FGFR2	HAVANA	5	0.999977865727334
chr10.102461841	0.000449458120137091	0.279085221818791	0.469074564969411	0.768506024780869	0.136356633556515	0.00941798938039455	0.000471003973467192	-4.68626856038194	-0.253733568980242	-0.165510017291701	-0.00695476354013345	0.0288665430677724	-0.531396192360701	4.03255584589393	5	23	55	0	78	0	1	.	chr10	102461841	MFSD13A	RPARP-AS1,MFSD13A,ACTR1A	HAVANA,HAVANA,HAVANA	5	0.999977865727334
chr10.124798533	0.000119685694921789	0.36507250028334	0.953433269827132	0.602078330502932	0.159908628705785	0.00534425340661472	5.0006658138344e-05	2.68443952654847	-0.193325979249154	0.0125801368931489	-0.0117034896350807	0.02625945177291	-0.528156728716379	4.1264356403188	0	0	83	0	83	0	1	.	chr10	124798533	.	ABRAXAS2	HAVANA	0	0.999977865727334
chr11.108890619	0.000203205530378081	0.902087890684594	0.489623540258018	0.650373363553428	0.0913249173878971	0.000922697428771772	0.00186898408223245	-2.44258007087822	0.028938481896043	0.158030186446131	-0.0107250950676091	0.0322864927840667	-0.689376401365534	3.43359546259765	5	1	77	0	78	0	0.362395243214288	.	chr11	108890619	DDX10	DDX10	HAVANA	5	0.999977865727334
chr11.8932660	0.000459082196887064	0.993323465563119	0.952877175761148	0.972843733348702	0.17970429941045	0.000336268770933703	0.00037803630031353	-2.73061383880392	0.00198224592219259	0.0137676964072057	0.000804085368079458	0.0262106284738923	-0.756767439445349	3.80106844108919	4	0	76	3	73	3	0.492018228686701	.	chr11	8932660	C11orf16	C11orf16,ASCL3	HAVANA,HAVANA	7	0.999977865727334
chr11.2182585	0.000108887013691042	0.758317298732314	0.913289877013769	0.332438954790101	0.217863027545179	0.00362905643194568	0.001412166452173	-1.87347022417168	-0.0692183551183472	-0.0248564575657021	-0.0225004814245995	0.0236965969358067	-0.578245212360504	3.33998851170269	7	1	75	0	76	0	0.690784750610938	.	chr11	2182585	.	.	.	7	0.999977865727334
chr11.64891237	7.51366003411699e-05	0.279918363951718	0.718624319640534	0.522151949381143	0.119914632214634	0.011881094243203	0.000300576358484597	6.09963481275963	-0.240445346500597	0.0799059881075865	-0.0144909399189099	0.0293717727045503	-0.490459228760201	3.66298454947313	3	0	80	18	62	0	0.769908903908311	.	chr11	64891237	MIR194-2HG,MIR192	EHD1,MIR194-2HG,MIR192,MIR194-2,ATG2A	HAVANA,HAVANA,ENSEMBL,ENSEMBL,HAVANA	3	0.999977865727334
chr11.980078	0.00053812037108893	0.54663648065796	0.902113659690766	0.888120864519122	0.445183865215205	0.00826167911472283	0.000144042425137836	13.1740237075863	-0.131250209878793	-0.0269406194812822	-0.0032450703417079	0.0149893214402974	-0.51029380532564	3.89496032556482	0	0	83	9	74	0	1	.	chr11	980078	AP2A2	AP2A2	HAVANA	0	0.999977865727334
chr11.66475850	0.000252749651645116	0.668036670773038	0.800253247561727	0.503368066393431	0.115645259963725	0.000314824107944548	0.00142968525903197	5.52257213708673	-0.0941484425440416	-0.0553993134126914	-0.0150525320371117	0.0295414002686003	-0.7072555478891	3.25415063161437	4	0	79	13	66	0	1	.	chr11	66475850	PELI3,AP002748.3	PELI3,AP002748.3,DPP3	HAVANA,HAVANA,HAVANA	4	0.999977865727334
chr11.59614841	3.92803771827386e-05	0.454576216654029	0.696631531592449	0.710032944562364	0.0801521379742345	0.0160700455221327	0.000129018609213748	-13.8502589369236	-0.157314106187497	-0.0826553818346217	-0.00823904536827887	0.0321516705206346	-0.451533173092135	3.79175342812763	0	36	47	0	83	0	1	.	chr11	59614841	AP000442.2,OSBP	AP000442.2,OSBP	HAVANA,HAVANA	0	0.999977865727334
chr11.47268271	0.000598016470360456	0.608328337225814	0.853511212951743	0.673535155635175	0.0366894798127447	0.00188982739309438	0.000124913420863114	-3.06817373761404	-0.112876812952219	0.0410107438008669	-0.00974787727817041	0.040464979034724	-0.613148148722127	3.96216861698658	1	8	74	0	82	0	0.999999999999994	.	chr11	47268271	NR1H3	NR1H3,MADD,AC018410.1	HAVANA,HAVANA,HAVANA	1	0.999977865727334
chr11.93020859	0.00015974236889065	0.400872067706132	0.510681880709589	0.368681640826693	0.184971269987492	0.00137535703551656	0.00022614762306833	5.48864725651245	-0.181536560098216	-0.140727738218827	-0.0202892823640073	0.0246239873373625	-0.619897082869946	3.61450750275927	4	12	66	0	78	1	0.734958357666533	.	chr11	93020859	.	.	.	5	0.999977865727334
chr11.126270215	5.4789231552571e-06	0.250996731652678	0.488566024996421	0.542166337273085	0.322897408713174	0.000587829711807327	0.000319441884065601	7.4615391101172	-0.239119025079241	-0.14404436865869	-0.0131759653772874	0.0179469087460917	-0.639537231519047	3.47406022415963	1	0	82	9	73	0	0.65060240963856	.	chr11	126270215	FOXRED1	SRPRA,FOXRED1	HAVANA,HAVANA	1	0.999977865727334
chr11.66863926	0.000354498969471651	0.668439335228007	0.907149765489506	0.98068245972059	0.37375125341941	0.000329723279270131	0.000911849785569446	-7.83645207047829	-0.0941152594954001	0.0258173170513699	-0.000560402574018511	0.0173586792806874	-0.722213562818373	3.37203890533193	1	0	82	18	64	0	0.999999999999994	.	chr11	66863926	PC	PC,LRFN4	HAVANA,HAVANA	1	0.999977865727334
chr11.64287863	0.000638517708747356	0.227683121228444	0.748142542868325	0.710764502347598	0.167459626293074	0.00247063716063948	0.000126060245833572	6.22982074767634	-0.268069732491505	-0.0707910710190973	-0.00856089261261649	0.0265348415312733	-0.59296133445587	3.98814074164628	0	0	82	22	60	1	0.65060240963856	.	chr11	64287863	GPR137	BAD,GPR137,KCNK4,AP001453.3	HAVANA,HAVANA,HAVANA,HAVANA	1	0.999977865727334
chr11.3702692	0.00033590764664836	0.745370263562717	0.67279140332679	0.73825406505891	0.067041062809044	0.00671097173659081	0.000234635062884644	5.67103179107786	-0.0730292742145284	-0.0934643362168329	-0.00769681914529392	0.0348465669642275	-0.546097098683839	3.85461249389304	9	0	74	26	48	0	0.619557451196018	.	chr11	3702692	NUP98	NUP98	HAVANA	9	0.999977865727334
chr11.33432042	5.01289040113432e-05	0.975627820255533	0.950146630109435	0.141930481662055	0.278177517095841	0.00288873754537779	0.00013934394898465	-5.40344640378289	0.00697158354586757	-0.0142068748388846	-0.0335438971310078	0.0209582443802043	-0.605239708114622	4.41045823251494	9	0	74	27	47	0	1	.	chr11	33432042	KIAA1549L	KIAA1549L	HAVANA	9	0.999977865727334
chr11.8169165	0.000485090496069433	0.747603123980877	0.941160287277856	0.303411705948421	0.412484377892752	0.0308386300280123	3.94064272771447e-05	-29.3432921430374	-0.0756382266839074	0.0173381961661417	0.0271666135789168	0.0165114056044004	-0.440635427833259	4.46206943129474	0	60	16	0	76	7	0.0644839877627726	.	chr11	8169165	.	RIC3,RIC3-DT	HAVANA,HAVANA	7	0.999977865727334
chr11.2265558	0.00048523738220355	0.561541856367491	0.324191863569105	0.801384199147435	0.132900268324574	0.00394499042153741	6.65215958427952e-05	-2.60479399399551	-0.12357656970199	-0.226732241007951	-0.00561167795972516	0.0277337485869944	-0.567882839696123	4.0487630999416	11	8	64	0	72	0	0.0126208761634798	.	chr11	2265558	.	ASCL2	HAVANA	11	0.999977865727334
chr11.68374862	4.69820074844823e-05	0.330713232503756	0.582087488976783	0.788423669747757	0.0458204369616811	0.000652818539857529	4.93242500166153e-05	2.51618045984257	-0.197458090850922	0.114068596918265	-0.00575752878518493	0.0356101479858371	-0.629360345348876	4.06673209328406	4	0	79	0	79	0	0.838936232735825	.	chr11	68374862	LRP5	LRP5	HAVANA	4	0.999977865727334
chr11.68374869	0.000189258092259096	0.303533269127987	0.50732721201271	0.818644954166744	0.0946337007805443	0.00448971663901766	0.000560555604216874	2.6824098098102	-0.213510905635238	0.1400867483433	-0.00503427606897841	0.0301488108152812	-0.522493975783253	3.66528822943385	3	0	80	3	77	0	0.999999999999993	.	chr11	68374869	LRP5	LRP5	HAVANA	3	0.999977865727334
chr11.67606594	0.000588276342714264	0.47213840878693	0.503759829501279	0.777344930775379	0.0511174167614342	0.000665846048092469	0.000362072988372122	-10.9902233872523	-0.156392626358615	-0.150954050139063	0.00658146347114286	0.0376137031113871	-0.676344465501041	3.59480641972519	11	50	21	0	71	1	0.160204066650165	.	chr11	67606594	C11orf72,AP003385.3,NDUFV1	C11orf72,AP003385.3,NDUFV1	HAVANA,HAVANA,HAVANA	12	0.999977865727334
chr11.130427532	0.000511114066628833	0.658214030747121	0.542356204956123	0.9058427214756	0.385453770873185	0.0315829481851893	0.139689238675562	5.70769144247361	-0.106277442950364	0.141097794553681	-0.00286581394836776	0.0180853102519516	-0.458005799474274	1.83496395158991	12	35	35	0	70	1	0.0961927739369593	.	chr11	130427532	ADAMTS8	ADAMTS8	HAVANA	13	0.999977865727334
chr11.2133025	0.000440507840663919	0.924211231687272	0.680418834548445	0.846948401246555	0.0764097720489829	0.000146799713781205	9.99610410943651e-05	-3.94682151155713	-0.0208248798005293	-0.0933374200318104	-0.00451533803666808	0.0356449966999913	-0.768921114087446	4.74010666937655	10	14	58	0	72	1	0.518724681990118	.	chr11	2133025	IGF2,AC132217.2,INS-IGF2	IGF2,AC132217.2,AC132217.1,INS-IGF2,MIR483	HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL	11	0.999977865727334
chr11.68044150	0.000547009667094979	0.354074712931629	0.897079186347234	0.668522954886546	0.0482731931791105	0.00121367887475073	0.00911640347493613	3.18793730931906	-0.20776589276053	0.0286585516239442	-0.00982650843026193	0.0382136783522195	-0.638198822903956	2.83355506915789	4	0	79	10	69	0	0.539817807816635	.	chr11	68044150	TCIRG1	TCIRG1,MIR6753	HAVANA,ENSEMBL	4	0.999977865727334
chr11.1470054	0.000260239903968974	0.24268993595411	0.370206092175802	0.498921645887824	0.0756415205191098	0.000867479353547341	0.00608926663132719	5.62804425585998	-0.257593541326413	-0.203115483556102	-0.0156716170488273	0.0334143872184573	-0.678293413094135	2.94547428408979	6	0	77	20	57	0	0.514090322388642	.	chr11	1470054	MOB2	AC091196.1,MOB2	HAVANA,HAVANA	6	0.999977865727334
chr11.64874682	0.000524244879158419	0.893658938625295	0.746184007249599	0.68398248908894	0.0135922296714159	0.003613635087603	0.00175526077443392	2.22368498348111	-0.029826242142574	-0.0722833969698176	-0.00950950655485852	0.0486299076804646	-0.57352563386174	3.21129567239676	2	0	81	2	79	0	0.999999999999975	.	chr11	64874682	EHD1	EHD1	HAVANA	2	0.999977865727334
chr11.70411450	3.40719187692564e-05	0.217033727797103	0.323075337020876	0.971612225067381	0.0919908230060696	0.000563449800590427	0.000322813134681067	9.26463248299966	-0.260821496680348	-0.213074208715901	-0.000806934663838435	0.0309269220951833	-0.657310831176023	3.54002926627618	0	0	82	24	58	1	0.65060240963856	.	chr11	70411450	CTTN	CTTN	HAVANA	1	0.999977865727334
chr11.126291025	0.000452358003101804	0.393857105435301	0.836405720962435	0.765994131609669	0.136560853092083	0.0107845987894422	0.0940450427276977	1.93015247554893	-0.186750569569463	-0.0452634187108256	0.00657654373537219	0.0284268634861122	-0.492945204918312	2.05934003149592	13	0	70	1	69	0	0.697587741344733	.	chr11	126291025	TIRAP	TIRAP,AP001318.1,AP001318.2	HAVANA,HAVANA,HAVANA	13	0.999977865727334
chr11.581877	0.000347701179604633	0.330295691550908	0.658227940333939	0.255344183501381	0.420086853153604	0.00889727509857987	0.296660025123242	3.82171249915145	-0.220981382560593	0.101597033322418	0.0275422555663921	0.0161244856939056	-0.520626870334131	1.3297235850568	16	0	67	11	56	0	0.830354098803186	.	chr11	581877	PHRF1	PHRF1	HAVANA	16	0.999977865727334
