methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr10.1017251	1.69422324341421e-05	6.65220184321445e-05	1.47610162416255e-05	0.1486875537955	0.416703287574334	0.11995873882098	0.298238898342433	0.00344672448804052	-0.00417182790971747	-0.0115427740826239	0.0107544967069193	-0.00287735620893475	-0.0016606592513593	0	0	99	13	86	0	1	.	chr10	1017251	GTPBP4	GTPBP4,IDI2	HAVANA,HAVANA	0	0.0834142697855497	0.0977578215696396	0.172152498023156	0.987530956686066	0.91162649469081
chr10.132797098	0.000386076515879234	0.000488628423739025	0.000107938921942641	0.941243299530693	0.48041133600074	0.0235988988733257	0.575655426710928	0.00818188404209359	-0.00147239072277649	-0.021615192187921	-0.0235400708734371	0.00551997736859486	0.000192160905433554	13	0	86	27	59	0	0.341483290488597	.	chr10	132797098	.	.	.	13	0.301461046171337	0.207694587030201	0.303415940558808	0.999952590254861	0.926347072345475
chr10.93601507	2.16685891458269e-05	3.0486726270376e-05	2.41981521251723e-05	0.120045421418795	0.146853490283863	0.099676134124871	0.117107420349507	0.00347018362664431	-0.0041725568162531	-0.00447003969733176	-0.00897715356119225	-0.00150978845776355	0.000775848076482139	1	69	16	0	85	13	0.292392932518778	.	chr10	93601507	FFAR4,RBP4	FFAR4,RBP4	HAVANA,HAVANA	14	0.0937698501443146	0.0670232336109268	0.19365892538643	0.984351229703544	0.793270884215121
chr10.3124437	0.000449573106246505	0.00118436013197652	0.000135369090540872	0.733142203749413	0.890815876019065	-0.11460090264848	0.212266455904086	0.000909303290713253	0.00475280869145522	-0.00815417705214005	0.00406138495064092	-0.00227961554261288	-0.000471794558836339	8	0	91	50	41	0	0.469269312739973	.	chr10	3124437	PFKP	PFKP	HAVANA	8	0.315317023267816	0.276568108602456	0.325446490738886	0.999952590254861	0.988787211856766
chr10.33900096	1.45567511788301e-05	0.000256354180930323	6.75492940487628e-05	0.027330969736624	0.395028695170476	-0.66308574066099	-0.701432974240446	-0.0102306834336671	0.0271746152305749	0.0284002357144875	0.0348323385964321	0.0437883142425754	0.00740041101258453	6	4	86	0	90	3	0.225015894602096	.	chr10	33900096	.	.	.	9	0.0799419183873492	0.165446340192227	0.267019923703099	0.935772536674314	0.905704154418706
chr10.11445013	1.37820425037765e-05	0.000257241580849916	3.87050868941945e-05	0.0474166081294682	0.635105126140427	0.776721464661421	0.889820045694814	0.0120611439473937	-0.0285637057557971	-0.0334695199403034	0.0291675559419465	0.000315621641676738	-0.00737790021936576	16	0	83	2	81	0	0.022159754137526	.	chr10	11445013	.	.	.	16	0.0794549446465976	0.16569099154304	0.224710471010367	0.958910140439053	0.954917837571444
chr10.8235463	0.000287886625484493	0.00154057179509152	0.000180755655053718	0.237035517890228	0.892329748219794	0.272685910331105	1.02803664098743	0.0100782278756924	-0.00952494629425353	-0.0388684924525887	0.0192312494171059	0.00475774913934718	-0.00529910441619627	6	0	93	0	93	0	0.434845363823343	.	chr10	8235463	.	.	.	6	0.270984697885141	0.303963190979256	0.352818323358757	0.994514566974755	0.988937829857671
chr10.132615174	0.000397876464220454	0.000712368786090896	0.000131545932868977	0.596936750752968	0.57408734683045	-0.0709728148183218	0.387264872306316	0.00316568735588719	0.00319376749981632	-0.0154020856984586	0.00763091121118778	-0.0141348288049908	-0.00114368754492478	14	0	85	26	59	0	0.877977907308517	.	chr10	132615174	INPP5A	INPP5A	HAVANA	14	0.304175354573423	0.234555992166193	0.321100791914333	0.999952590254861	0.94447682291836
chr10.34547502	9.39832799300972e-06	0.000210965710302098	6.26343221176712e-05	0.0209291518142944	0.363697412864817	-0.418617114020818	-0.273843083430723	-0.012387971195504	0.0170247325814251	0.0110126473058119	0.0231257312635965	0.0195439203036574	-0.00396268446280918	16	0	79	26	53	4	0.950250621224171	.	chr10	34547502	PARD3	PARD3	HAVANA	20	0.0689483413621115	0.15299330360529	0.263403663618453	0.925873540340034	0.896670575307093
chr10.121382203	0.000179849067432168	0.000573692234611495	5.5342342642345e-05	0.632907291698583	0.963043547823259	-0.233365360404036	-0.115837723555588	-0.00469184453392859	0.00916384879672874	0.00451287266251752	0.00156701626990321	0.00261281320167216	-0.000442399279045508	2	0	96	40	56	1	0.999999999999975	.	chr10	121382203	.	.	.	3	0.2289860403664	0.21841820997143	0.249333628872272	0.999952590254861	0.996274579862771
chr10.60825720	0.000184566188502956	0.000272142612215264	0.0001063516806547	0.259051447345382	0.282081156849802	-0.172445410673799	0.206797709405266	-0.000521197347774637	0.00665788900488613	-0.00889316928895556	-0.00469139794763367	-0.0238805287998996	-0.00182369209981618	3	0	92	14	78	4	0.617968363727177	.	chr10	60825720	.	.	.	7	0.231962542994091	0.169643780224785	0.301079834033644	0.995940706226997	0.868416585444064
chr10.118760481	0.00028203598814474	5.10788568205828e-05	0.00011132688639939	0.44118891251122	0.0637783917783318	-0.177390414668182	0.216161952510157	-0.000276905386428399	0.00614796105079368	-0.00985741838931236	-0.0252550098005307	-0.0365611474946955	-0.00128032400008806	18	0	81	49	32	0	0.721937314067532	.	chr10	118760481	.	.	.	18	0.268024097729524	0.0866829285428704	0.308886300527849	0.999490217788451	0.689537163642695
chr10.132646229	9.15021477987842e-05	0.000238203488651704	3.11042836511266e-05	0.508625283310865	0.702836626253441	-0.340170766437719	0.13808237218334	-0.000805789051261965	0.0130028122990413	-0.0051420739858942	-0.0103701022926534	0.0037571861516817	0.00123071427992044	6	0	92	30	62	1	1	.	chr10	132646229	INPP5A	INPP5A	HAVANA	7	0.176217265755762	0.160443920472906	0.210870646097172	0.999952590254861	0.965237567830606
chr10.357437	0.000125516169830912	0.000361383631609884	7.01479751655073e-05	0.268774576034952	0.525504297086462	-0.333402384096573	-0.237198216370895	-0.0089029556115789	0.013108169567355	0.00967263862885542	0.00474955719307366	0.0162275049332794	-0.00159229934408503	14	0	85	49	36	0	0.513939243350191	.	chr10	357437	DIP2C	DIP2C	HAVANA	14	0.201715101691709	0.18623352224354	0.272578807844912	0.996465700115724	0.935692417862965
chr10.1012263	0.000139755641817169	0.000744317498694064	0.000178604568671025	0.10304129406851	0.45594284636581	0.273566810878344	0.517808003667004	0.0053562500090418	-0.0104430664396854	-0.0207524835779262	0.00159596734400263	-0.0225876127853295	-0.0035250428407629	6	0	93	23	70	0	0.0733627815247365	.	chr10	1012263	GTPBP4	GTPBP4	HAVANA	6	0.209207413059054	0.238406750551222	0.352108423855484	0.98103265075909	0.920798011346123
chr10.132732818	0.000158193311147231	6.91056872089445e-05	0.000133972915334539	0.162329546799152	0.0648760987216098	0.169283589461923	0.373523543888841	0.00398627921168639	-0.0052814431521816	-0.0140612848460483	0.0312478362252147	0.00725099927465518	-0.00209742426102953	2	0	96	26	70	1	0.288162500239078	.	chr10	132732818	INPP5A	INPP5A	HAVANA	3	0.220083165169014	0.0998591147048034	0.323984533944591	0.988445845199785	0.691634136203682
chr11.69384703	0.000183922578428883	8.6907196411654e-06	0.00021012444979397	0.117875977898551	0.00675503634002177	0.102389152996723	0.36070291983825	0.00385183927954866	-0.00444893850081679	-0.015985571004906	-0.0147198420966036	-0.0586506004177469	-0.00287874908919365	8	0	91	33	58	0	0.306032957197603	.	chr11	69384703	.	.	.	8	0.23176119342034	0.0379079739301871	0.364489007751105	0.983591509413399	0.421751832047351
chr11.644081	1.19195496304135e-05	7.21205604879436e-06	2.49991481101533e-05	0.0603342111879296	0.0391563977194835	-0.0162383446058648	0.207604689847176	0.000651119819216044	0.0010220714378944	-0.00865855549611896	0.00819425069650929	-0.0173708901531498	-0.00199141161769883	5	0	93	47	46	1	0.582749421760761	.	chr11	644081	.	DRD4,DEAF1	HAVANA,HAVANA	6	0.0760538254267355	0.0339820715314815	0.19365892538643	0.966943153006462	0.625567589485336
chr11.117192067	5.30131997359722e-05	6.92076293322763e-05	7.89703204184489e-05	0.0851231480552164	0.103484373569733	-0.423789337899845	0.219344722398889	-0.00770862804754381	0.0187327742491333	-0.00828442500186071	0.0515527478237041	0.00477644882157462	-0.00487509889368614	2	0	97	4	93	0	0.329210472067621	.	chr11	117192067	SIDT2	SIDT2	HAVANA	2	0.136699702541873	0.0998911641791969	0.276300853014194	0.977155911413886	0.750580529822411
chr11.129364229	8.89817386051796e-07	5.7615827650251e-06	2.44080372102831e-05	0.00509420244374127	0.0329116474044756	0.0581907667290065	0.0512328404424006	0.00212866790924236	-0.0022456651917493	-0.00217127812408823	-0.000163085432290796	-0.00582157022826342	0.000703927933836531	1	73	20	0	93	5	0.0733627815247365	.	chr11	129364229	.	.	.	6	0.0223208402547114	0.0308616834887248	0.19365892538643	0.837820547191417	0.602592166770475
chr11.22432790	3.68318484081162e-06	1.84650839700858e-05	1.70156520240286e-06	0.301613068840543	0.798883318146638	0.259955633459529	0.251622193760622	0.00736574354334572	-0.0103216698376483	-0.00966357857615161	-0.00654796037936656	-0.00266310265428957	0.00111687646164525	1	50	38	0	88	10	0.4798036797767	.	chr11	22432790	.	.	.	11	0.0409239911981782	0.0516981529112141	0.0752262792452155	0.996730960619549	0.977763593103634
chr11.22432795	0.00018917612394283	9.4810007906044e-05	9.41159270332053e-05	0.315284842286248	0.124476430403881	0.242188164055911	0.183434919559305	0.00666835816646128	-0.0100217777922413	-0.00768378200291883	-0.0169739428012376	-0.0202427467287774	0.00107649021402123	1	66	19	0	85	13	0.126263705838451	.	chr11	22432795	.	.	.	14	0.233829709472752	0.114470415367812	0.287598667670931	0.997386984964793	0.773255849004309
chr11.17720914	3.5688896786224e-05	3.73741272138286e-05	1.02314319684333e-05	0.642558368455487	0.355724550565496	0.0747227577255151	-0.122241156016127	-0.000906555989406566	-0.00283892358648932	0.00510334801154376	0.00329866355896529	0.0106549478751031	0.000356970983991985	13	60	23	0	83	3	0.454458018237698	.	chr11	17720914	MYOD1	MYOD1	HAVANA	16	0.115300588622516	0.0733613436651084	0.145138869167785	0.999952590254861	0.894115437722408
chr11.56989325	0.000106037675692953	0.000201685665720258	0.00012784523702674	0.108039279579577	0.180049800412094	-0.703215226025269	-0.760375592081761	-0.0128362668889386	0.0286787960652354	0.0281580967768828	0.0393476204829961	-0.0209952233961956	0.00558909387294806	2	0	97	3	94	0	0.999999999999994	.	chr11	56989325	OR5AK2	OR5AK2	HAVANA	2	0.188640153256951	0.151488001700493	0.320477022346941	0.981403156819965	0.817155171918033
chr11.2886488	0.000702946844252567	0.00147917147819401	0.000225122864386149	0.67024429410892	0.71236176710985	-0.322885232774484	-0.200456993460091	-0.00651028543682039	0.012125302657777	0.00723366916079602	-0.00979597628564255	-0.00860503642616877	-0.00056393552436363	6	52	41	0	93	0	0.670708356766028	.	chr11	2886488	.	CDKN1C,SLC22A18AS	HAVANA,HAVANA	6	0.356404924567923	0.2996623458528	0.374879045514583	0.999952590254861	0.966639350169528
chr11.66762244	7.75543636139224e-06	2.558175078638e-05	2.06803366350454e-06	0.657190672116551	0.895994159493772	-0.3328014475759	-0.338909271382316	-0.00875287513676459	0.0130002834322302	0.0127925945023695	0.00190696519367597	-0.00424782401905767	-0.000606334755968585	1	0	98	29	69	0	0.292929292929288	.	chr11	66762244	C11orf80,C1QBPP2	C11orf80,C1QBPP2	HAVANA,HAVANA	1	0.0625161543238889	0.0611411932644058	0.0752262792452155	0.999952590254861	0.989397918319004
chr11.130042760	1.19705719623792e-05	6.41564068271079e-05	7.27339673208505e-06	0.230310691569116	0.731221749806672	0.413059541513965	0.662905079838647	0.0103866336518397	-0.0162465836326676	-0.0250092050282619	-0.0117572562076447	0.00687006879814507	-0.00296595608936943	16	0	83	20	63	0	0.335885241937969	.	chr11	130042760	.	AP003041.2	HAVANA	16	0.0760538254267355	0.0967011114096439	0.123305294931266	0.994514566974755	0.969276876395054
chr11.60040486	0.000432236095011117	0.000693272388158209	0.000148195517195289	0.56415997897054	0.507482443378474	0.561164749043829	0.1660848615749	0.00674947223078045	-0.0215618854911134	-0.00512622776548653	0.00983530120195258	0.0290025702562458	-0.0013939877531519	14	0	84	27	57	1	0.170177373772402	.	chr11	60040486	OOSP2	OOSP2	HAVANA	15	0.311064900843508	0.233368477617274	0.334290259160495	0.999952590254861	0.931968636922648
chr11.120117346	4.03152081173265e-05	5.9297020430312e-05	1.8951495684822e-05	0.316717237077751	0.314716005556413	-0.262659575620307	0.58800536918785	0.00126103457677162	0.0119391721503209	-0.0229576103508619	0.0368637478793313	-0.0134336932649645	-0.00351954794295737	11	0	88	6	82	0	0.10891423627672	.	chr11	120117346	TRIM29	TRIM29	HAVANA	11	0.12212309771249	0.0929467401391196	0.183343698761482	0.99744087820912	0.880463472053292
chr11.47449081	0.000311006254838202	1.53634040416889e-05	8.59062674106215e-05	0.949901457818144	0.0244935535486445	-0.795291283357547	0.00943072119335005	-0.0108727703668339	0.0350656994721987	0.000332313295271584	0.0993998649610656	0.020137998773359	-0.000259173547059577	1	2	96	0	98	0	0.292929292929288	.	chr11	47449081	RAPSN	RAPSN	HAVANA	1	0.279469370853743	0.0479394470559518	0.283177437114725	0.999952590254861	0.566443729829039
chr11.71094668	0.000259263631752468	0.000492236012883935	7.8263655272806e-05	0.68688891506015	0.635169362786907	0.190874359645664	0.502829396570156	0.00730095485931824	-0.00651627771490252	-0.0189384283715455	0.0191587550661123	0.00772486137495126	-0.00084587755490195	16	0	82	27	55	1	0.798711395084527	.	chr11	71094668	SHANK2	SHANK2	HAVANA	17	0.262687413280102	0.208459733034965	0.276300853014194	0.999952590254861	0.954928770375774
chr11.6497527	1.38687030042747e-05	0.00014505815858063	7.58483045245612e-05	0.0224677444119921	0.211203548200917	-0.60030991787886	0.347626328943561	-0.0121373742344201	0.0258865698743255	-0.0133180503187185	0.0598979632878208	0.00357873004798178	-0.00932693623557152	4	1	94	0	95	0	0.679398657307362	.	chr11	6497527	AC084337.2,DNHD1	AC084337.2,DNHD1	HAVANA,HAVANA	4	0.0794549446465976	0.133709878301133	0.276300853014194	0.929350489317549	0.836111898845368
chr11.77313543	3.7302429593048e-05	0.000142547513910679	3.95642332069994e-05	0.122613288425994	0.361527036260384	-0.266710272982459	0.113548709655282	-0.00359709836893869	0.00981992270853521	-0.00516114256294693	-0.0169604149497828	-0.0196013495632015	-0.00235704687918654	2	0	96	25	71	1	0.106969123169419	.	chr11	77313543	.	TOMM20P1	HAVANA	3	0.11831515410644	0.133111139983389	0.224710471010367	0.984634534592114	0.896098054171875
chr11.13140380	0.000333043236493914	2.64251662826486e-05	9.31788281078279e-05	0.889592955706519	0.039366015622472	0.0139132915196497	0.843797041615174	0.011858230415931	-0.00374789675059188	-0.0351020376549787	-0.0925384173498797	-0.076769991921503	-0.000560073439921415	10	0	89	0	89	0	0.313543815769917	.	chr11	13140380	.	.	.	10	0.286064858548181	0.0617250219682879	0.287598667670931	0.999952590254861	0.626267584777475
chr11.35179586	0.000533197199440509	0.000852303657339996	0.000152322228257241	0.908931208331427	0.591738176062754	0.276557882765162	0.874551856363097	0.0149586646099561	-0.0109569697678965	-0.032556802028338	-0.0139572876354608	0.0217883549873397	0.000422533460524285	4	0	95	0	95	0	0.834984603025867	.	chr11	35179586	CD44	CD44	HAVANA	4	0.330386259822861	0.248502883005422	0.338355494143374	0.999952590254861	0.947878502220844
chr11.70383474	0.000496430549002416	0.000936633763460041	0.000143190826932148	0.849379900973669	0.679480266596175	0.0448544918056463	0.274339880762209	0.00363163709463809	-0.00127553464186572	-0.0104082908454641	0.00981021438182361	0.0030197166701747	-0.000231914758114401	0	0	99	17	82	0	1	.	chr11	70383474	PPFIA1,AP000487.1	PPFIA1,AP000487.1	HAVANA,HAVANA	0	0.322913154497685	0.254907937063819	0.330305372581135	0.999952590254861	0.961992377915779
chr11.75159697	0.000404285445662239	0.000648948508006526	0.000114092019612078	0.89669870513278	0.594058305149559	0.409031658870778	0.357997565330598	0.0097248421303808	-0.0162575128908156	-0.013293707867052	-0.0132911257167464	0.00401440003265332	0.000236921195543985	13	36	49	0	85	1	0.877977907308517	.	chr11	75159697	SLCO2B1	SLCO2B1	HAVANA	14	0.306086546448808	0.229024272656086	0.308886300527849	0.999952590254861	0.948260867705042
chr11.122980543	2.78826930761266e-05	0.000278012718602825	3.14521985471852e-05	0.118534776593027	0.801724378574116	0.0705830163128678	-0.438257385176298	-0.00170187056865799	-0.00246323490402551	0.0169892122081613	0.0130901516046053	0.00761698934084319	0.00332219969264503	11	41	45	0	86	2	0.610641801841851	.	chr11	122980543	BSX	BSX	HAVANA	13	0.104552951339846	0.171110737972445	0.210870646097172	0.983753717021188	0.978082928182328
chr11.484549	0.000116825741548943	0.000533359840879979	0.000105972060173445	0.15470348079248	0.530610315633168	-0.173072959019004	0.0484857409779747	-0.00252337150780885	0.00665087357203492	-0.00225384040078393	-0.00490276287036768	-0.0113997825013822	-0.0013720450713984	14	0	83	54	29	2	0.834773546632753	.	chr11	484549	PTDSS2	PTDSS2	HAVANA	16	0.198258105936587	0.213824614529262	0.301079834033644	0.987731103517405	0.93656324546767
chr11.76060623	0.000392615642018127	0.000409457340129773	0.00012703563568123	0.617643823142834	0.351262155185555	0.251507175583357	0.0413340082363007	0.00306032390275282	-0.0104677700589192	-0.00186999224894735	-0.0160489908397455	-0.00846195877713426	-0.000587341836825598	5	0	93	53	40	1	1	.	chr11	76060623	UVRAG	UVRAG	HAVANA	6	0.302708199295664	0.194484910739779	0.320176863561027	0.999952590254861	0.892787293524626
chr11.55874309	0.000582754653289696	0.00153360990147595	0.000185449355744058	0.664267288710642	0.868771707793979	-0.435315482699178	-0.460306084763889	-0.0121477633235684	0.017157916970226	0.0180415693644731	0.00716836541404724	0.0119648014848673	-0.000955844170290324	2	0	96	10	86	1	0.999999999999975	.	chr11	55874309	AC036111.2,AC036111.1	AC036111.2,AC036111.1	HAVANA,HAVANA	3	0.339582205093244	0.303410189821344	0.353259693655634	0.999952590254861	0.98620138072934
chr11.131688081	0.000266068515090175	3.18807717716205e-05	0.000200371140514406	0.197072505347243	0.025326384019095	-0.203357132513103	-0.154547544159636	-0.00470408123643201	0.00737470447823818	0.00497044101681527	-0.0141995646354644	-0.0236336190975674	-0.00106340654114124	16	59	20	0	79	4	0.24010133514609	.	chr11	131688081	NTM	NTM	HAVANA	20	0.265010203800898	0.0683517511952037	0.360152750057553	0.992291561515173	0.570584944679704
chr11.3050098	0.000572584589031646	0.000245438269354013	0.000174184248030967	0.738660106196769	0.17013178707682	-0.780372250081755	0.0916508538112357	-0.00768214513328707	0.0289548048596173	-0.00677518649692646	-0.0449214165099618	-0.078547050566038	-0.00133671230036274	12	4	83	0	87	0	0.999999999999965	.	chr11	3050098	CARS	CARS,RNU1-91P	HAVANA,ENSEMBL	12	0.337254409056736	0.162221378452021	0.350294432726485	0.999952590254861	0.810459734202566
chr11.129972019	9.08998603488426e-05	0.000112096301335991	7.80617446566298e-05	0.157119910478338	0.161953490590853	0.0386158713111067	0.269583562197768	0.00246044627646822	-0.0017361563068207	-0.0112417527165956	-0.00841197800035787	-0.0240035421633635	-0.00179973030952687	1	0	97	35	62	1	0.747680890538036	.	chr11	129972019	PRDM10	PRDM10	HAVANA	2	0.176217265755762	0.12246613403607	0.276300853014194	0.987921150606296	0.80505031884959
chr11.47183162	1.06350613459117e-06	0.000139733298334261	3.81857203387927e-05	0.00421534258642681	0.37527271173966	-0.420102906719833	-0.412975045234565	-0.0159668610419108	0.0172392861695802	0.0158848851701966	0.0246771538036466	0.00547183215473211	-0.00546669643656641	14	0	85	30	55	0	0.934435890494126	.	chr11	47183162	PACSIN3	PACSIN3,MIR6745	HAVANA,ENSEMBL	14	0.0246318955411854	0.132210613912373	0.224710471010367	0.829144514260556	0.899994067391025
chr11.460709	9.194829000501e-05	0.000183868168615404	8.2226566505343e-05	0.158672701090175	0.257363262629303	0.192414763679959	-0.281777232208573	0.000253953089138477	-0.0066542990972469	0.0116395441988599	0.029414323767503	0.0242925699451077	0.00270757045559036	19	36	43	0	79	1	0.738060636927482	.	chr11	460709	PTDSS2	PTDSS2,AC138230.1	HAVANA,HAVANA	20	0.176217265755762	0.14677950164991	0.280388456881695	0.988035670439705	0.858224358353488
chr11.125066036	0.000625184651011376	0.0002883272276461	0.000196433467206007	0.689347102049957	0.173259758598553	0.166930137125386	0.737717593778392	0.0115605836236971	-0.0084716574064665	-0.0291465600943942	-0.057991693649979	-0.0256806620448681	-0.00132808680948052	4	0	94	6	88	1	0.263443200986808	.	chr11	125066036	SLC37A2	SLC37A2	HAVANA	5	0.347452921444875	0.173188891441757	0.358514623504967	0.999952590254861	0.812778388985484
chr11.30336718	0.000444992909594395	0.000544469827135568	0.000193677639906161	0.387768273491885	0.315642936430084	0.144126723051673	0.266886164787359	0.00590337941971296	-0.00514626636472663	-0.0104863537228188	0.0100815702466015	-0.00651307737335752	0.000982274725553877	2	0	96	37	59	1	0.0232962913375285	.	chr11	30336718	ARL14EP	ARL14EP	HAVANA	3	0.31417799116964	0.214453688921203	0.356877871692336	0.99875023453961	0.880740004809234
chr11.125456008	5.11569302901236e-06	0.000413137310551533	6.67753267877146e-05	0.0104499919869231	0.616796409452777	0.476161376125087	0.687561578131046	0.0070607385312616	-0.0190418212297868	-0.0271102120018599	-0.0202027464234898	-0.0285545050310077	-0.00752354343831628	14	0	85	7	78	0	0.422238913839905	.	chr11	125456008	FEZ1	FEZ1	HAVANA	14	0.0489093862487086	0.194484910739779	0.26667735640517	0.884460357090671	0.952020542678988
chr11.47379477	0.000557286391505642	0.000168440048603322	0.000190896241770943	0.574652253417532	0.10942498301482	-0.354538795211273	-0.728214391709782	-0.0120013011034518	0.015018809373581	0.0269367669911352	0.0423172999958401	-0.0158492643271362	0.00167020992063389	6	0	91	1	90	2	0.898676570428702	.	chr11	47379477	.	SPI1,AC090559.1	HAVANA,HAVANA	8	0.334049970087789	0.142337294164906	0.35592359228725	0.999952590254861	0.757538728534756
chr11.985937	0.000144289310252909	0.000152508292711341	4.72626915626015e-05	0.558126250468169	0.336032922161141	-0.0212078348503507	0.389598071388546	0.0034458935363475	0.00177156053322913	-0.0152348791746042	0.0204824973824041	-0.00564017790408842	-0.00112370504582358	10	0	89	14	75	0	0.917326762135558	.	chr11	985937	AP2A2	AP2A2	HAVANA	10	0.211474245389592	0.13710410161044	0.234097378537239	0.999952590254861	0.887797050814405
chr11.47351465	0.000518369305287088	0.00127465493492123	0.00018692776924091	0.521823848334294	0.725234541073511	-0.317247825435693	-0.400747174486201	-0.00951602287427009	0.0117748408544121	0.014878379071108	-0.0117271671009354	-0.0112723524643106	-0.00109239190602391	5	0	94	26	68	0	0.188945021768063	.	chr11	47351465	MYBPC3	MYBPC3,SPI1	HAVANA,HAVANA	5	0.327934696500761	0.284099300433359	0.353259693655634	0.999952590254861	0.968453528712748
chr11.22432784	0.000161256336247397	0.000290855429285469	0.000114151369307766	0.204063848994707	0.285833891110146	0.24285719926862	0.0816375164307241	0.00540941954627138	-0.010024800915774	-0.0035519986374074	-0.0139772740890446	-0.012243091871625	0.00127623213754714	1	52	35	0	87	11	0.25105743299275	.	chr11	22432784	.	.	.	12	0.221533200321066	0.173798061826378	0.308886300527849	0.993106904588387	0.869955240345262
chr11.78669647	0.000128179789880537	0.000253332087578008	3.41192115130349e-05	0.907056757029426	0.690499293724254	0.0894792276583967	0.417195552923249	0.00664432499993192	-0.00364889249238317	-0.0164681995423642	-0.00961539087473424	-0.0150677421558012	-0.000210582191087743	11	0	88	31	57	0	0.315492421945771	.	chr11	78669647	TENM4	TENM4	HAVANA	11	0.202093074221113	0.164724256533083	0.214416508827218	0.999952590254861	0.96351009472635
chr11.65585946	0.000637648380349201	0.000473315489773449	0.000196964303657471	0.722440445361875	0.282134791685444	-0.106689957654063	0.770570714529695	0.0096532548163165	0.00329797676178022	-0.0321914032594588	-0.0289403217245177	-0.0699791144245582	-0.00157320308334543	15	0	83	2	81	1	0.620669167691489	.	chr11	65585946	EHBP1L1	EHBP1L1	HAVANA	16	0.349639892978585	0.20539334771949	0.359084923233222	0.999952590254861	0.868447433776521
chr11.61556734	1.20395997298056e-05	0.000136112505155254	1.54274129835423e-05	0.0994612935583045	0.758424929786871	-0.00593615675850287	0.556940938510954	0.00309672615913779	7.36404052581416e-05	-0.0222215151207137	-0.00901018639313878	-0.018529277935083	-0.00411640890846641	2	0	95	5	90	2	0.45349826903585	.	chr11	61556734	SYT7	SYT7	HAVANA	4	0.0760538254267355	0.131200407497051	0.173762650786064	0.98031903057851	0.972651082016071
chr11.122977180	7.47152306977526e-13	3.68259936695475e-06	4.56678278470705e-06	2.53019126186518e-07	0.101423882949768	0.129760323802599	0.10085389446855	0.0054497964304765	-0.00541705100053615	-0.00384440879927923	-0.00904408134816282	-0.000118740796726134	0.00265956465776658	3	64	18	0	82	14	0.0419440069256636	.	chr11	122977180	.	BSX	HAVANA	17	1.22864190961997e-06	0.0243204334329297	0.100171811493811	0.0594390001046106	0.74816064579797
chr11.70578454	7.07654713649205e-05	0.000292927416493601	3.46872904058094e-05	0.307570716716861	0.775044721216531	0.0398842116799508	0.505749990164465	0.00441177191481276	-0.00123981547926862	-0.0198153187727898	0.00414135489955261	-0.0116004106817362	-0.00226757474385205	11	0	87	34	53	1	0.165783230952649	.	chr11	70578454	SHANK2	SHANK2	HAVANA	12	0.158757266538923	0.174465595902507	0.216022644281186	0.997014357545031	0.974760944003969
chr11.71432955	0.00030720819819438	0.00202239341261438	0.000215420848503218	0.207235738856635	0.994474821271543	-0.0333175087087717	0.171375577180268	0.00284779686189474	0.00140383384645077	-0.00652424474166881	0.000910608851766844	0.000541183608304251	0.00115890353330261	3	0	95	34	61	1	0.067280207928224	.	chr11	71432955	DHCR7	DHCR7	HAVANA	4	0.277439830960624	0.329516604124226	0.368335967400524	0.993386158764079	0.999505401344818
chr11.6497034	1.5929236096543e-05	2.59668122364766e-05	1.08160237386701e-05	0.201681507185716	0.245861926638176	-0.393916441261619	0.79241756274379	-0.0031459531658615	0.018362359377486	-0.0301593280198232	0.0688228944429307	0.0185102353317414	-0.00579140356014002	11	0	88	1	87	0	0.669012892826834	.	chr11	6497034	AC084337.2	AC084337.2,DNHD1	HAVANA,HAVANA	11	0.0819489092868719	0.0612059574676381	0.149831935710733	0.992842405852881	0.853179313177949
chr11.67665198	4.47159911360516e-06	6.16653667522804e-05	2.42337933352861e-05	0.0232744243086233	0.259988374428245	-0.291412692389206	-0.224746461175456	-0.00887781733747138	0.0110743495062661	0.00901802450528746	-0.00629206614898536	0.0121055331220572	-0.00261402444005911	1	0	95	27	68	3	1	.	chr11	67665198	ALDH3B2	ALDH3B2	HAVANA	4	0.0462468248124722	0.0949480936746748	0.19365892538643	0.930109478378051	0.859372471879661
chr11.64365538	3.62958697247366e-05	0.000391028288819122	0.000142945887570121	0.0315955136246586	0.305503820693536	0.215772916545321	0.59643293384182	0.0151029071826856	-0.00678982298887789	-0.02194826806548	0.0367282766321524	0.0242333063762721	0.0053713255014197	8	0	91	11	80	0	0.585067517964291	.	chr11	64365538	RPS6KA4	RPS6KA4,MIR1237	HAVANA,ENSEMBL	8	0.116730465290082	0.191225123696173	0.330305372581135	0.943493066867466	0.877268307483491
